LIAS_x,LIAS_y,LIAS_z,RIAS_x,RIAS_y,RIAS_z,LIPS_x,LIPS_y,LIPS_z,RIPS_x,RIPS_y,RIPS_z,LFLE_x,LFLE_y,LFLE_z,LFAL_x,LFAL_y,LFAL_z,LFCC_x,LFCC_y,LFCC_z,RFLE_x,RFLE_y,RFLE_z,RFAL_x,RFAL_y,RFAL_z,RFCC_x,RFCC_y,RFCC_z,LFME_x,LFME_y,LFME_z,LTAM_x,LTAM_y,LTAM_z,LFM5_x,LFM5_y,LFM5_z,LFM1_x,LFM1_y,LFM1_z,RFM5_x,RFM5_y,RFM5_z,RFM1_x,RFM1_y,RFM1_z,RTAM_x,RTAM_y,RTAM_z,RFME_x,RFME_y,RFME_z
-0.1362371235772813,1.0118911014328893,-0.3070851440097113,-0.08517676852712969,1.0152755207112356,-0.06738042593409571,-0.29751450566591175,1.020901723386171,-0.18940800043914796,-0.27843148544891216,1.021346932244985,-0.10790759857865331,-0.13310556907307575,0.4725840914415059,-0.38466534597543833,-0.16295585638113286,0.0024220535829813025,-0.38264418124375355,-0.19707399268783043,-0.022953606090795248,-0.3152415552730822,-0.0628601751401403,0.4961437643776677,0.007393379178679105,-0.07301891013453637,0.021011124228905095,0.06126782978566919,-0.12458877071731184,-0.021011124228905123,-0.0011717028446500966,-0.09150471723605336,0.4664017228794949,-0.2860229734577978,-0.11438032188892011,0.01892099818312354,-0.30949856837205825,-0.05303033167077509,-0.0273640275072917,-0.44419674012554844,0.009964383447240432,-0.01549011010649877,-0.37892281761714464,0.06674246036328388,-0.027762983288539538,0.042712164216979376,0.08912615457132253,-0.014259265169270702,-0.04505556990627957,-0.0828497048000702,0.02101112422890511,-0.05892442409636903,-0.09760575680439243,0.4633239174224888,-0.09303167559222066
-0.13616824910922126,1.011929858696731,-0.30701310169279294,-0.08484083630415762,1.0154121531708005,-0.0671368518390707,-0.29739616472917685,1.0208905934602954,-0.18937387247906107,-0.2783362257427685,1.0213587192790292,-0.10784393905547836,-0.13297126041023088,0.4724978694437403,-0.38468901064653543,-0.16295809252639404,0.00241496395272707,-0.38263575300643915,-0.1972324842271166,-0.022940566172098234,-0.31532243457500225,-0.06275653409697557,0.49615650002134337,0.007425987744147267,-0.07298818051738076,0.021019007736831602,0.06127935677600671,-0.12461184418773474,-0.021003776957455277,-0.001155836654909509,-0.0916393612186504,0.4664987083523917,-0.2861421786226835,-0.11432937466930543,0.018935237959138262,-0.3095366805461053,-0.053016228417178346,-0.02733801304542585,-0.44416631641036086,0.009968887673357962,-0.01549941298480663,-0.3789133745179038,0.06675670965359726,-0.02774460439502958,0.04270546030767844,0.08909858532848175,-0.014252420200044386,-0.04504925301032664,-0.08285294852755792,0.020958893317239324,-0.05889947292155606,-0.09752885904284264,0.46336791701558444,-0.09302173434752786
-0.13606392577476156,1.0119034290466873,-0.307004372033591,-0.08470019193230399,1.0154514393995022,-0.06711778844524105,-0.29728338118908215,1.0209311122447713,-0.18933275929001778,-0.27819206537354724,1.0213720635405186,-0.10790057797589792,-0.1329715622885161,0.47247341857659486,-0.38464938986897695,-0.16295501530355166,0.002404738471002553,-0.38261315241801586,-0.19713566689969125,-0.022895711805644106,-0.31516887443103836,-0.06267878160161156,0.49615357552803996,0.007417667703487618,-0.07297667328971774,0.020996717101542883,0.06124731819882334,-0.12457249999730885,-0.02103541477417073,-0.0011934754285638782,-0.0914035015775172,0.46640008893164275,-0.28599117499400634,-0.11434574792209995,0.018924264120682044,-0.30949288294294636,-0.05303203535720857,-0.027357914783252283,-0.4441967120657144,0.009988397165895557,-0.015487810448753567,-0.37892062984553687,0.06676415955102405,-0.02775922417368769,0.042695232864140675,0.08903935405679136,-0.014173997522346257,-0.04497197437155376,-0.0828323884556943,0.02097300323660803,-0.05892264101343636,-0.09745736932897997,0.4633668613947417,-0.09299071297583882
-0.1359550949618194,1.0118962448806095,-0.30699411946971145,-0.08483999909213535,1.015308331770642,-0.06732129065870773,-0.29719905464345187,1.020961046133367,-0.18932235697048774,-0.2780924325348184,1.0213928509641559,-0.10784703990146147,-0.13295705189777035,0.47250023409712283,-0.3846209880653506,-0.1629652951253121,0.0024342002547589822,-0.38261089736846776,-0.19717961271017465,-0.02293065925300313,-0.3153256380286529,-0.06259457159991483,0.49618330745412775,0.0074346557625097065,-0.07296997966342017,0.021006715918044122,0.061241195615253874,-0.12460660797151057,-0.021029976169765964,-0.0011673808269003216,-0.09143698984490983,0.46639681960937107,-0.2859300832569961,-0.11434747286935115,0.0189214917160761,-0.3095261484977393,-0.05302543899050083,-0.027349660810025045,-0.4441896215781979,0.009980245136912536,-0.015484390964898107,-0.37889912356546285,0.06676443086462724,-0.027752656790623585,0.04270884919457943,0.08905252148073325,-0.014187272255409444,-0.04495873186824678,-0.08284059026419832,0.0210284213144544,-0.05890195833761622,-0.09735352620946547,0.46335826433087124,-0.09299731836358756
-0.1358914050839382,1.0119084256697386,-0.3069532012888541,-0.08471772406012845,1.0153190778017769,-0.0673494307276585,-0.29713834681974394,1.0209918972660061,-0.18925850304592925,-0.27796940759933375,1.0214687264305071,-0.10786446892834184,-0.13301546053266994,0.4724897262434573,-0.38459311841279603,-0.1629727311483662,0.0024438397670038733,-0.38255995971247714,-0.197199358967169,-0.02291360194253031,-0.3152932668795978,-0.06254213327607039,0.4961693414575068,0.007399946334442187,-0.07290173462948973,0.020971386435645945,0.061321850076985984,-0.12460840427673081,-0.020997244160829216,-0.0011670262531832398,-0.09140600404938876,0.46640658463679363,-0.28591893274246255,-0.11434566690680292,0.018928475232441205,-0.30951942092667295,-0.053033340392002914,-0.02734613201542196,-0.4441805983297279,0.009968776220834585,-0.015483455738376076,-0.37890508156121216,0.066766604098311,-0.02770899508182125,0.04273782476666729,0.08908007397208687,-0.014176239114035975,-0.04497246230497112,-0.08282376513520057,0.020986596696400087,-0.0589214808252862,-0.09731349012676671,0.46335308872785963,-0.09300036054514144
-0.13583291855707597,1.01192979651661,-0.30693555867060796,-0.08464260381916444,1.0153008916818822,-0.06739247176357413,-0.2970257002399006,1.021024631310434,-0.1892590899854502,-0.27789384248105464,1.0214701408895663,-0.10778414165507784,-0.13304079178277978,0.4724918047471154,-0.384584470194574,-0.16295759240191515,0.002440300965281944,-0.38256461429078936,-0.19716290719055396,-0.022929190184773907,-0.3152650637766415,-0.062473591804878215,0.49615935564665814,0.007367114979512757,-0.07294447524741637,0.021019909394045008,0.06126206265328804,-0.12459813586420382,-0.021011622143209244,-0.0011485959001520107,-0.09142681127442659,0.4664042021073904,-0.28589383623830616,-0.11434558657992633,0.018934285497377856,-0.30950753644241996,-0.053023636965106924,-0.027352101104981298,-0.44418350109088023,0.009992873932337665,-0.015468850164390674,-0.37892681123511374,0.06675004874117807,-0.02771407154683164,0.04272614488134252,0.08910668616755779,-0.014150477524565164,-0.04498956735490256,-0.08282762402690275,0.021011656475921514,-0.058901637021009534,-0.09722959085233579,0.46341465668043946,-0.093042922812716
-0.13578325763022547,1.0118913289017377,-0.30692548717417634,-0.08453767985568617,1.0152915746721523,-0.06742118396202196,-0.2969683895402433,1.0210437144067164,-0.189213339818029,-0.27773014115770567,1.0215009387257972,-0.10778805184066012,-0.13308574012105,0.47249949909265343,-0.38458303216241624,-0.16295835042347734,0.002446833680018627,-0.3825639741396505,-0.19721832622536029,-0.022915847135438094,-0.3152499362527674,-0.062400733954922516,0.49617140956268124,0.007368266636291976,-0.0728602960691137,0.020962851849611816,0.061321300585228056,-0.12460189353570889,-0.020995478945839363,-0.0011224440563061544,-0.09134763634003484,0.4664263706549341,-0.28586367454515266,-0.11433902444084343,0.01892151437249072,-0.3094645719532484,-0.05304391410004072,-0.02737426939150913,-0.4441785804176235,0.009974310151741661,-0.015483624332623014,-0.37890325581569434,0.06677830698869866,-0.027720238880757152,0.042701387831188764,0.08906883457257361,-0.014207018396417012,-0.04500278237534849,-0.08283298981135379,0.020995591841078895,-0.0589177316132255,-0.09721735916341406,0.46340521264102175,-0.09307168402153268
-0.1357608940095018,1.011916370295095,-0.3069251563783819,-0.08443523502144346,1.0152968513901957,-0.06748414523787219,-0.29690042585069576,1.021099101857794,-0.1891634639648113,-0.2776647363167013,1.0215628084516157,-0.10771699707346376,-0.13311639250729118,0.4724911864169329,-0.3845707805533757,-0.16296896355665885,0.0024457448249304847,-0.38259377614570156,-0.19723010604764502,-0.02288488690704974,-0.31521097232854156,-0.062326450660633415,0.49617547916095783,0.007338442457754446,-0.07291604366450005,0.021029721246724475,0.061232713775253744,-0.12460868368316336,-0.021015886170302887,-0.0011600728797696025,-0.09150240013811134,0.46640927245588026,-0.28589851330384275,-0.11436926278745146,0.018881799954967637,-0.30946091017755634,-0.053047558357474656,-0.02736890810721282,-0.444176110280087,0.009975378414697367,-0.015472252347174184,-0.3789223389194044,0.06677198531635406,-0.027704298478851988,0.04269439529753716,0.08909248812803813,-0.014184481401664555,-0.04498704767972339,-0.08285852947658168,0.02097192142908455,-0.05887871059645161,-0.09714096307323966,0.4634035036128228,-0.0931253730718194
-0.13575164071510903,1.011935827132429,-0.3069129181799101,-0.08432874258980033,1.0152966078253456,-0.06754905689139365,-0.29686031238929933,1.0210908111745711,-0.18908987337927552,-0.2775658206480407,1.0215708677676287,-0.1077063511794266,-0.13311154172380885,0.472500252007219,-0.38458348924089136,-0.16298260552219324,0.002436059948078287,-0.38256864410307234,-0.1971813633549908,-0.022937533576121882,-0.315264603371282,-0.06224824158971898,0.49613736571504696,0.007246076413958608,-0.072796403158701,0.021010562390196413,0.06108144978360108,-0.1246272226199236,-0.02097305056972562,-0.001116552146366051,-0.09132802595796735,0.46649041059622287,-0.285860812508137,-0.11432891820044977,0.018949362370037942,-0.30951133029829736,-0.0530481657812249,-0.027360116517726,-0.44420062692552803,0.009969841583304384,-0.015479135582145878,-0.37892122828019636,0.06677037808292022,-0.027717657061099014,0.042704420732342596,0.08907622811536059,-0.014190597130959381,-0.04501488300210196,-0.08284847931085998,0.02100646126609243,-0.05890632722451217,-0.09709914259846775,0.4633822183653825,-0.09310825496552035
-0.13577504810211327,1.0119441441979833,-0.3069323585027006,-0.08425866321802061,1.015273952305137,-0.06759255034271716,-0.2968197765661774,1.021106254329697,-0.1890582650548247,-0.27747089583117424,1.0215805129973075,-0.10767205124840193,-0.13313945046164732,0.47251877884994165,-0.3845606656175595,-0.16300537065711618,0.0024413955935252696,-0.3825574927439802,-0.19713617435600583,-0.02292152775856586,-0.3152650544157328,-0.062163301646945834,0.49615210394256326,0.007266043336214556,-0.07276936008202528,0.021004130023048545,0.061080940983264775,-0.12462326674589852,-0.020997687879463746,-0.0011111494625362095,-0.0914450735206771,0.46644575947628863,-0.2859154252847221,-0.1143579358116611,0.01893645460982475,-0.3095309302503348,-0.05304848651114341,-0.027371084156797197,-0.4442025088042498,0.00997004570197807,-0.015441664463336266,-0.3788781609377578,0.0667778384725449,-0.027701507610415906,0.04267261189059565,0.08909084037212761,-0.014217951879435142,-0.04501544629066251,-0.0828240531304219,0.02095827721816304,-0.058919529001489085,-0.09704591878496505,0.46336108834393774,-0.09312362818392003
