LIAS_x,LIAS_y,LIAS_z,RIAS_x,RIAS_y,RIAS_z,LIPS_x,LIPS_y,LIPS_z,RIPS_x,RIPS_y,RIPS_z,LFLE_x,LFLE_y,LFLE_z,LFAL_x,LFAL_y,LFAL_z,LFCC_x,LFCC_y,LFCC_z,RFLE_x,RFLE_y,RFLE_z,RFAL_x,RFAL_y,RFAL_z,RFCC_x,RFCC_y,RFCC_z,LFME_x,LFME_y,LFME_z,LTAM_x,LTAM_y,LTAM_z,LFM5_x,LFM5_y,LFM5_z,LFM1_x,LFM1_y,LFM1_z,RFM5_x,RFM5_y,RFM5_z,RFM1_x,RFM1_y,RFM1_z,RTAM_x,RTAM_y,RTAM_z,RFME_x,RFME_y,RFME_z
-0.10585592383543102,1.00544105187529,-0.3192803536863471,-0.0631981943765213,1.018244655460848,-0.07927491134119126,-0.2710721282639261,1.0163879134665683,-0.20864957076541815,-0.2547812165143516,1.01931622299334,-0.12513153062920865,-0.11984604131436205,0.4616840469937983,-0.3903496493112041,-0.14070021286256518,-0.007056168345791196,-0.39433047862459825,-0.1773364173189954,-0.03181302021627213,-0.3281561747626312,-0.06321105549641054,0.4974582035543491,0.006638623283839878,-0.07262173700574887,0.021118032804935752,0.06172591397193328,-0.1254918580287801,-0.021118032804935738,-0.001395758877086567,-0.08104854686387442,0.4549818622967249,-0.29074574468723696,-0.09474723900284399,0.00963689068436717,-0.3193536401463049,-0.028327150071444374,-0.03978853055477467,-0.45349066991143655,0.031792304795954296,-0.025533548857954932,-0.3857233665494811,0.06629666112856974,-0.027230714681120503,0.04284255682016558,0.08735506647363028,-0.015005350928750973,-0.04563407457433874,-0.0810299905964511,0.021118032804935724,-0.05893439621776017,-0.09748685720963823,0.46339174748823964,-0.09219254712469994
-0.10581431562153343,1.0054258502576363,-0.31932817753631704,-0.06325024249879274,1.018163081695794,-0.07935566084638429,-0.27101747308811774,1.0165822371617923,-0.2088396833336029,-0.2547418794304167,1.0195011189862433,-0.12524571900912435,-0.11997053865781182,0.46171076030589875,-0.3904106791293307,-0.14071851463827384,-0.0070859538576748815,-0.3943247928385717,-0.17744999028471853,-0.03176199775262475,-0.32804481458848345,-0.0634053488356765,0.4974205170390945,0.006647474278914461,-0.07264796286744973,0.021125848505321468,0.061705020685175915,-0.1254890585172065,-0.02114340110679458,-0.0014312609866682369,-0.0812886895735665,0.45512750515824396,-0.2909719014117895,-0.09477444518543232,0.00963345770212197,-0.3193742562255121,-0.028335401811259542,-0.0397657268875219,-0.4535063872977284,0.03177350869878065,-0.025540574499324356,-0.38572341082571093,0.06624120327419072,-0.027246606105153018,0.04281631384623155,0.0873777277737739,-0.014958658131414448,-0.045624832938407134,-0.08105756040067469,0.02109372926922208,-0.05891175837835605,-0.09754018516303098,0.463391771271208,-0.09261761408779204
-0.10583866434419509,1.0055501756560772,-0.3193254924917702,-0.06332698093599681,1.0180890409370575,-0.07942874531548154,-0.2710447077982845,1.0167575304997343,-0.20892758862835425,-0.25478759633107806,1.0196710988997613,-0.1253290629180762,-0.12014860097106644,0.46162030350887484,-0.39037937654933164,-0.1407272899450419,-0.00707435784638237,-0.39433010654558537,-0.17733629440928284,-0.03179001269838977,-0.3281309658037258,-0.06357804986881471,0.4974234749585066,0.006650762835251595,-0.07271451851765737,0.021134508439721603,0.061718546484140435,-0.1254875902797717,-0.021162707504719068,-0.0014436426991110418,-0.0814256783058479,0.45512401284734705,-0.29102926238017834,-0.09477097242500487,0.009636598390554751,-0.3193779331202864,-0.028326099988511544,-0.03975852776147396,-0.45353113960959435,0.031781261669153515,-0.025539438492678396,-0.3857422805172902,0.06626045932601943,-0.02725274847282988,0.04284768962300753,0.08736478195261399,-0.014990093904129378,-0.04559783940747264,-0.08104098310468233,0.02110432141918879,-0.05896140976813183,-0.09774507028889151,0.46323662044680547,-0.09223840527525556
-0.10578363279095498,1.0055206845569244,-0.31940809440024553,-0.06335429047993302,1.0180395478787096,-0.0795028983359147,-0.2709744453873375,1.0169178958708671,-0.20912891813409892,-0.25472337033718695,1.0197714907385818,-0.12547770839329803,-0.12015439771095754,0.46170875718632476,-0.3904735096384036,-0.1407129929126127,-0.007079059889526992,-0.3943419006165951,-0.17745295704272646,-0.03175608112653736,-0.32807317118531143,-0.06360120325910934,0.4974295904075846,0.006781581038688422,-0.07272955096640121,0.02113198511279686,0.06171022387805858,-0.12551051688804366,-0.021135947713476023,-0.0014557831512760355,-0.0814633257213262,0.4550210113754388,-0.29087747577049716,-0.09479436032392019,0.009639845584623954,-0.31937833169274316,-0.028326184894582884,-0.03976366747077876,-0.4535151621406703,0.03178814418478243,-0.025528163705425412,-0.38574115375732576,0.06628143427524227,-0.027174266486835,0.04288127750158588,0.08737798348461331,-0.014966014379532572,-0.04558330374040634,-0.08104902682042858,0.021090432935130618,-0.05897003290610825,-0.09776481394303405,0.46333641715719986,-0.09267315625371741
-0.1056830463321965,1.005513794300599,-0.31947596823024044,-0.06337420798509846,1.0179677522308634,-0.07955532720818306,-0.2709346740299873,1.017034590502445,-0.20931737778198523,-0.2547903636278902,1.0198716046987086,-0.12564245959057574,-0.12024042603983426,0.4616834918964191,-0.3905073569143155,-0.14072046328751708,-0.007101145842556299,-0.394352756149865,-0.1773635709319481,-0.031825237614826016,-0.3281956670053402,-0.06378763700416423,0.49741937760805044,0.006756947062711072,-0.07275894741598066,0.021104577674427125,0.061693573763430376,-0.12550687197886645,-0.021173566670669622,-0.0014498533588888085,-0.08156042190002133,0.45504758915087473,-0.29088404962877634,-0.09479511895403503,0.009660159454714656,-0.3194072542032719,-0.028334782743818843,-0.039773407065771586,-0.45352543338046364,0.03175580893096919,-0.025540280234810628,-0.3857432604653,0.06621936690628788,-0.02729439372563229,0.04286407162543804,0.08734211765670244,-0.014965379197249148,-0.0455901388368018,-0.08105644421270791,0.021333947697612224,-0.05907260451878596,-0.09784801955088146,0.46334182858481054,-0.09265860689369865
-0.1056202477592752,1.0054714365356863,-0.31952339260489804,-0.06340264497166598,1.0179283450487255,-0.0795989005673821,-0.2708450467896708,1.0170925764027696,-0.20954418983437612,-0.25476913644700017,1.0199728426776535,-0.12578789884288274,-0.12031177775906321,0.46166678664384786,-0.39056364398566046,-0.14072567901523153,-0.007107054246455649,-0.3943705928579069,-0.1773677828205094,-0.03182305574848303,-0.32818360291942333,-0.06396140468307798,0.497392258635052,0.006747488987935868,-0.07282172970459977,0.021127246726803536,0.061701559955834095,-0.12552503386224179,-0.0211786832823265,-0.0014788422926121092,-0.08130763425660403,0.4551279114883986,-0.29059327833544385,-0.0948346071831499,0.009634411397686268,-0.3193976568120306,-0.0283318691927959,-0.03977888979298262,-0.45353605705006345,0.031754802363819,-0.02555667828252249,-0.3857346672912757,0.06621011237576335,-0.027307301809040105,0.04285873636597787,0.08734635150983203,-0.014955011981985622,-0.0455841372256551,-0.08114662681050616,0.021080997611121435,-0.0589148886367713,-0.09796817159514498,0.4632719491786289,-0.0926650250206058
-0.10548308584484145,1.005347804134785,-0.31962365032491613,-0.06341914899470491,1.0178941543953335,-0.07961932959413741,-0.27077201726179523,1.0171779402952008,-0.20977860831706946,-0.25477734106149164,1.0199655180222644,-0.12598464734328485,-0.12034858727397241,0.4616425360290055,-0.39061082704498173,-0.14076652521562377,-0.0071364620565264325,-0.3943583053670989,-0.17747998790830632,-0.03178444383137857,-0.32811838195405174,-0.06414028181914722,0.4973568585118727,0.0067273725643082205,-0.07285307379182582,0.021093302940449615,0.06171179519871939,-0.12551850087179983,-0.02119079184521619,-0.0014731273258902777,-0.0814549735508906,0.4551404033649994,-0.29066774863526956,-0.09482818040895946,0.009619932979383725,-0.31940252668481767,-0.028348704230303223,-0.03978753464445205,-0.45352765549852825,0.03176009059934587,-0.025545424203187117,-0.38572687141959094,0.06622600645243049,-0.027295989706554155,0.042897574615825745,0.08736078464218161,-0.014975830560004892,-0.04555538204875009,-0.0811507317494185,0.02110613740134913,-0.058951802925967134,-0.0980861541065357,0.46329508976746026,-0.09270953620220619
-0.10533177700909235,1.0053766848982957,-0.31973936719828516,-0.0634475310760933,1.0178687189277105,-0.0796701149174884,-0.27076520715372887,1.0172433364141402,-0.20995234859768908,-0.2548109711926436,1.0200306934834018,-0.12618107228663272,-0.12037439189385446,0.46165819383073403,-0.39067883461369124,-0.14074427832029013,-0.007119026980417602,-0.39439127354210285,-0.1774039984142432,-0.03183430324866069,-0.328214413140394,-0.06425934368415387,0.49734209244507255,0.0067034087606574755,-0.07283564167259182,0.021098830841381144,0.061693904209805916,-0.1255168002562813,-0.02116596998955611,-0.0014679941773002025,-0.0815337425519963,0.45510857884946077,-0.29075160862113014,-0.09484550377456918,0.009587780088234368,-0.3194074802777246,-0.02834502339631456,-0.039785707257179316,-0.4535381496610438,0.03176236050799319,-0.025548179506663618,-0.3857431619986011,0.0662123500400966,-0.027273733726240063,0.04290050490735123,0.08735208765177885,-0.01492649186681587,-0.045539690135758565,-0.08104806074871868,0.021307974523223652,-0.059115183964211254,-0.09816432968934774,0.46319174966615406,-0.09272433757525086
-0.10528787756625135,1.0053594781879862,-0.3197702940349577,-0.06345933335773613,1.0178467675333251,-0.07973073538741034,-0.2706813583304216,1.0172423215063386,-0.21018805632578924,-0.2548164864558041,1.0200452843999004,-0.12637562196479488,-0.12036966924697129,0.4616402351279105,-0.390757712382792,-0.1407456562162841,-0.007134984504620662,-0.3943922743682312,-0.177405756775999,-0.031826218884588614,-0.32824369682703847,-0.06436511253420851,0.4973372760162835,0.006658217964804702,-0.07287805037034478,0.021118009443151106,0.06169907102217426,-0.12550924477189418,-0.021182546616163915,-0.0014670109199674541,-0.08157542709286103,0.45510667516115133,-0.29084354259872663,-0.0948310261434615,0.009598986101414644,-0.3194739820991366,-0.02833964774699932,-0.03978829149803132,-0.45354260856513096,0.03174917186234938,-0.025622966683776546,-0.38565033283154915,0.06627773735877562,-0.02722610491301032,0.04292346005911035,0.08737353196997572,-0.014931593013812333,-0.04556274926443668,-0.08105358005904789,0.021283817861996943,-0.059128712267315,-0.09825465632133501,0.4631694050552708,-0.0927687297512769
-0.10524998871266145,1.005221450469206,-0.3198163002034139,-0.06344755332962804,1.0178188834723647,-0.07979899496612375,-0.27068773291996073,1.0173444200531425,-0.2102920835832501,-0.2547947796142235,1.0200362892239243,-0.12652412307353061,-0.12035741324117721,0.46161241899651884,-0.39080912781341726,-0.1407466537533017,-0.00713716857728558,-0.39441460075010315,-0.17751343055978702,-0.03180860331960608,-0.32816048262686726,-0.06444113037017435,0.4973099160565432,0.0065985852624670105,-0.07286314432972957,0.02111286169008743,0.06169775835406194,-0.12551992805207218,-0.02117087154621329,-0.001481822187309828,-0.08160745845234096,0.4550868477511739,-0.2908967562718987,-0.09485487193585429,0.009616761606319815,-0.3194601286527954,-0.028348560428096803,-0.03979651594615867,-0.4535657313561099,0.031750346642295424,-0.025556147601720355,-0.38572697540466777,0.06627040870408374,-0.027252437425128506,0.042918780872113566,0.08735856505323897,-0.014936813671036192,-0.04554313014272987,-0.08109487797133985,0.021293288202598973,-0.059128008463209536,-0.0982827940602124,0.46316035044452686,-0.09281482247400125
