0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191
Frame#,Time,Neck,,,RShoulder,,,RElbow,,,RWrist,,,LShoulder,,,LElbow,,,LWrist,,,midHip,,,RHip,,,RKnee,,,RAnkle,,,LHip,,,LKnee,,,LAnkle,,,LBigToe,,,LSmallToe,,,LHeel,,,RBigToe,,,RSmallToe,,,RHeel,,,r.ASIS_study,,,L.ASIS_study,,,r.PSIS_study,,,L.PSIS_study,,,r_knee_study,,,r_mknee_study,,,r_ankle_study,,,r_mankle_study,,,r_toe_study,,,r_5meta_study,,,r_calc_study,,,L_knee_study,,,L_mknee_study,,,L_ankle_study,,,L_mankle_study,,,L_toe_study,,,L_calc_study,,,L_5meta_study,,,r_shoulder_study,,,L_shoulder_study,,,C7_study,,,r_thigh1_study,,,r_thigh2_study,,,r_thigh3_study,,,L_thigh1_study,,,L_thigh2_study,,,L_thigh3_study,,,r_sh1_study,,,r_sh2_study,,,r_sh3_study,,,L_sh1_study,,,L_sh2_study,,,L_sh3_study,,,RHJC_study,,,LHJC_study,,,r_lelbow_study,,,r_melbow_study,,,r_lwrist_study,,,r_mwrist_study,,,L_lelbow_study,,,L_melbow_study,,,L_lwrist_study,,,L_mwrist_study,,,
,,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34,X35,Y35,Z35,X36,Y36,Z36,X37,Y37,Z37,X38,Y38,Z38,X39,Y39,Z39,X40,Y40,Z40,X41,Y41,Z41,X42,Y42,Z42,X43,Y43,Z43,X44,Y44,Z44,X45,Y45,Z45,X46,Y46,Z46,X47,Y47,Z47,X48,Y48,Z48,X49,Y49,Z49,X50,Y50,Z50,X51,Y51,Z51,X52,Y52,Z52,X53,Y53,Z53,X54,Y54,Z54,X55,Y55,Z55,X56,Y56,Z56,X57,Y57,Z57,X58,Y58,Z58,X59,Y59,Z59,X60,Y60,Z60,X61,Y61,Z61,X62,Y62,Z62,X63,Y63,Z63,
1,0.0000000,2.0603944,0.9778178,1.3148276,2.0486346,1.1306040,1.2294673,2.0280578,1.2681976,1.0121229,1.9682752,1.1911083,0.8202882,2.0701712,0.8192481,1.2293871,2.0718688,0.6767776,1.0106907,2.0229671,0.7381356,0.8179845,2.0592092,0.9663445,0.7783830,2.0447675,1.0654023,0.7614147,2.0810635,1.0998617,0.4097964,2.0974212,1.1636217,0.0690968,2.0599315,0.8669861,0.7585806,2.0941721,0.8273450,0.4004391,2.1081168,0.7636937,0.0626917,1.9545619,0.7058099,0.0224345,1.9987990,0.6741620,0.0213054,2.1313846,0.7733368,0.0190650,1.9486017,1.2211443,0.0259413,1.9993936,1.2555887,0.0255447,2.1206048,1.1569763,0.0281472,1.9963694,1.0734870,0.8372500,2.0095450,0.8441832,0.8336588,2.1777317,1.0083629,0.8690215,2.1840238,0.9180475,0.8683653,2.0832470,1.1814801,0.4123300,2.0595052,1.0902980,0.4041749,2.1214507,1.2408648,0.0501494,2.0886684,1.1723750,0.0379794,1.9905450,1.2750004,0.0103056,2.0419160,1.3048293,0.0177091,2.1627524,1.1730443,0.0224368,2.0966769,0.7878307,0.4015792,2.0637091,0.8768463,0.3951240,2.1286734,0.7413380,0.0271229,2.0849848,0.8099607,0.0275988,1.9906050,0.7436216,-0.0139063,2.1710063,0.7889784,-0.0013286,2.0443563,0.7006438,-0.0131567,2.0364871,1.0862872,1.2795633,2.0586000,0.8175612,1.2745216,2.1125064,0.9547677,1.3107711,2.0183562,1.1387737,0.6489448,2.0510704,1.1709007,0.5597423,2.1251666,1.1523305,0.6455711,2.0435078,0.8029326,0.6370812,2.0734450,0.7808089,0.5453985,2.1353470,0.8006761,0.6386159,2.0930989,1.2147300,0.2989023,2.0835082,1.2490674,0.1826564,2.1383562,1.2279711,0.2185141,2.1057968,0.7676001,0.2850025,2.0915560,0.7434356,0.1720914,2.1525472,0.7439123,0.1899297,2.0876545,1.0389128,0.7588558,2.0954596,0.9006579,0.7560908,2.0259960,1.3167415,0.9974168,2.0940082,1.2643861,0.9804836,1.9433493,1.1567001,0.8270319,1.9934133,1.2022917,0.7927675,2.0667633,0.6310701,0.9989333,2.1242855,0.6898976,0.9801027,1.9832231,0.7561097,0.8062936,2.0358654,0.7198334,0.7724497,
2,0.0166667,2.0598129,0.9785648,1.3144984,2.0473652,1.1320224,1.2306265,2.0298984,1.2691742,1.0130555,1.9677128,1.1951019,0.8205671,2.0693069,0.8210536,1.2290809,2.0736606,0.6790139,1.0116344,2.0219575,0.7401475,0.8189150,2.0577661,0.9668401,0.7798677,2.0453195,1.0672208,0.7645338,2.0813487,1.1000676,0.4084608,2.0976514,1.1633766,0.0668831,2.0601617,0.8665490,0.7606956,2.0942951,0.8275602,0.4010245,2.1085582,0.7639933,0.0626887,1.9544492,0.7056942,0.0214767,1.9966091,0.6732629,0.0214998,2.1292458,0.7736825,0.0193095,1.9489821,1.2213954,0.0261924,1.9992691,1.2554430,0.0252920,2.1218837,1.1566885,0.0285165,1.9913116,1.0884728,0.8349705,2.0037560,0.8375849,0.8298027,2.1941471,1.0176206,0.8678198,2.1991217,0.9197122,0.8658066,2.0911376,1.1624897,0.4071043,2.0613723,1.0715094,0.4001857,2.1234989,1.2072392,0.0604609,2.0820156,1.1404102,0.0548244,1.9902964,1.2348892,0.0258686,2.0437609,1.2677359,0.0270386,2.1630227,1.1448832,0.0336214,2.0984461,0.7751261,0.4078297,2.0606244,0.8677564,0.3961975,2.1220227,0.7166135,0.0483155,2.0740806,0.7854871,0.0425518,1.9822762,0.7132805,0.0138127,2.1585597,0.7681321,0.0115548,2.0382705,0.6728824,0.0153583,2.0350568,1.1155272,1.2890797,2.0551564,0.8178806,1.2900221,2.1350860,0.9752200,1.3183554,2.0200301,1.1452137,0.6364377,2.0559824,1.1681835,0.5489816,2.1322020,1.1475786,0.6460033,2.0414844,0.7936695,0.6394589,2.0733589,0.7692309,0.5504213,2.1420027,0.7877297,0.6471397,2.0984120,1.1885169,0.3020716,2.0815847,1.2190665,0.1955153,2.1492858,1.1995899,0.2152993,2.1046785,0.7481712,0.3002246,2.0874359,0.7161199,0.1961477,2.1507898,0.7274477,0.2029309,2.0890930,1.0445786,0.7626358,2.0965771,0.8932651,0.7591431,2.0122364,1.3122656,1.0092456,2.0983675,1.2754072,0.9849871,1.9424003,1.1591932,0.8270453,1.9857672,1.2114829,0.7876904,2.0564225,0.6295376,1.0082361,2.1312156,0.6804393,0.9913708,1.9878456,0.7703044,0.8206920,2.0441212,0.7258562,0.7843259,
3,0.0333333,2.0584685,0.9797861,1.3146397,2.0478514,1.1334746,1.2298501,2.0300971,1.2708358,1.0118501,1.9689151,1.1952890,0.8215625,2.0685449,0.8228608,1.2299406,2.0727515,0.6783268,1.0115797,2.0200048,0.7396665,0.8179700,2.0584286,0.9690884,0.7801191,2.0449044,1.0678836,0.7639425,2.0804319,1.1013318,0.4083559,2.0963193,1.1636833,0.0675577,2.0604591,0.8676582,0.7615132,2.0956521,0.8284168,0.4005937,2.1097694,0.7638399,0.0619349,1.9556160,0.7066423,0.0219300,1.9984011,0.6738796,0.0217927,2.1310689,0.7736587,0.0196213,1.9472833,1.2213973,0.0268911,1.9976433,1.2544447,0.0253568,2.1209151,1.1569275,0.0287078,1.9882148,1.0964968,0.8375568,2.0013815,0.8317030,0.8316499,2.1999011,1.0250128,0.8691607,2.2051370,0.9216685,0.8668447,2.0899299,1.1612215,0.4058358,2.0596081,1.0669058,0.3987445,2.1167588,1.2005516,0.0646638,2.0748100,1.1310353,0.0584900,1.9822894,1.2261292,0.0299415,2.0376184,1.2553734,0.0309970,2.1551594,1.1370490,0.0361426,2.1018632,0.7707727,0.4130170,2.0639934,0.8653960,0.3968438,2.1246074,0.7115790,0.0583150,2.0761476,0.7816500,0.0483915,1.9849874,0.6988676,0.0191051,2.1611186,0.7696836,0.0225553,2.0404518,0.6615350,0.0241551,2.0335944,1.1237625,1.3011918,2.0487312,0.8172730,1.2996907,2.1372253,0.9791991,1.3259381,2.0233041,1.1515729,0.6377410,2.0578346,1.1720228,0.5488304,2.1328576,1.1542999,0.6443495,2.0396604,0.7852454,0.6423802,2.0739338,0.7624536,0.5552782,2.1460524,0.7849091,0.6520650,2.0961728,1.1865488,0.3036642,2.0778334,1.2155346,0.2008852,2.1448171,1.1948187,0.2151343,2.1076014,0.7434779,0.3079943,2.0880409,0.7097612,0.2050632,2.1554075,0.7247585,0.2129507,2.0913589,1.0516682,0.7621463,2.0992438,0.8919953,0.7582571,2.0048478,1.3151714,1.0106830,2.0984592,1.2840693,0.9862798,1.9433043,1.1621484,0.8273205,1.9838794,1.2172328,0.7848370,2.0551245,0.6313080,1.0127987,2.1359723,0.6749071,0.9956683,1.9903500,0.7736342,0.8223619,2.0472498,0.7246477,0.7829596,
4,0.0500000,2.0578719,0.9802553,1.3138913,2.0488912,1.1333257,1.2287881,2.0316962,1.2722505,1.0112596,1.9698084,1.1963590,0.8204947,2.0662783,0.8234449,1.2305350,2.0727380,0.6800123,1.0101488,2.0209657,0.7407379,0.8186401,2.0570785,0.9695179,0.7784378,2.0447591,1.0689653,0.7615503,2.0818922,1.1016840,0.4085072,2.0964345,1.1632381,0.0692358,2.0575223,0.8696485,0.7604490,2.0924553,0.8285604,0.4023324,2.1086092,0.7642460,0.0633392,1.9537251,0.7071319,0.0221176,1.9982452,0.6742398,0.0219122,2.1303791,0.7731990,0.0211425,1.9467006,1.2197578,0.0273340,1.9974683,1.2532716,0.0260456,2.1196959,1.1588628,0.0300368,1.9820928,1.1014880,0.8336523,1.9981909,0.8262914,0.8282269,2.2025726,1.0302620,0.8702557,2.2089717,0.9223897,0.8683908,2.0945974,1.1606389,0.4043368,2.0639305,1.0631778,0.3987387,2.1167952,1.2031551,0.0634793,2.0735860,1.1319252,0.0579227,1.9795267,1.2292984,0.0290029,2.0363383,1.2595582,0.0286337,2.1552521,1.1383338,0.0346495,2.1069643,0.7699310,0.4133790,2.0693188,0.8681239,0.3953880,2.1289140,0.7160479,0.0591709,2.0801030,0.7881851,0.0484061,1.9877895,0.7013620,0.0190021,2.1659463,0.7766016,0.0234853,2.0426979,0.6642413,0.0232185,2.0364798,1.1318028,1.3026619,2.0489725,0.8158588,1.3013739,2.1455877,0.9838310,1.3282382,2.0209534,1.1576124,0.6362227,2.0582153,1.1759788,0.5468973,2.1352311,1.1580479,0.6423084,2.0398586,0.7791029,0.6416065,2.0761029,0.7576366,0.5555007,2.1489999,0.7811729,0.6533879,2.1001789,1.1865158,0.3041356,2.0787240,1.2180537,0.2018690,2.1488946,1.1958104,0.2128979,2.1127295,0.7441288,0.3090217,2.0922315,0.7104948,0.2071165,2.1614692,0.7274707,0.2127136,2.0908829,1.0556743,0.7612764,2.1003882,0.8897400,0.7578468,2.0013886,1.3177755,1.0092116,2.0981861,1.2875292,0.9854767,1.9420133,1.1633905,0.8284831,1.9822848,1.2198765,0.7826227,2.0528936,0.6326317,1.0123973,2.1361533,0.6721305,0.9948190,1.9909238,0.7743826,0.8229256,2.0449017,0.7237491,0.7807163,
5,0.0666667,2.0575081,0.9813028,1.3144918,2.0471625,1.1355805,1.2286254,2.0321082,1.2740684,1.0107974,1.9670842,1.1963551,0.8220355,2.0673036,0.8240143,1.2291006,2.0743801,0.6814805,1.0105384,2.0231717,0.7428230,0.8172621,2.0562697,0.9708305,0.7799058,2.0440971,1.0701183,0.7630782,2.0810925,1.1025911,0.4093560,2.0955734,1.1634006,0.0693036,2.0553183,0.8714102,0.7596431,2.0926063,0.8280865,0.4026350,2.1082296,0.7641741,0.0650135,1.9542996,0.7078413,0.0217188,1.9981071,0.6748667,0.0215821,2.1324744,0.7730581,0.0205658,1.9485575,1.2210198,0.0264941,1.9987700,1.2549974,0.0266028,2.1199541,1.1568891,0.0297771,1.9803566,1.1076487,0.8354506,1.9958163,0.8245270,0.8292821,2.2035995,1.0328247,0.8744279,2.2097918,0.9216550,0.8724266,2.0951520,1.1608516,0.4069503,2.0651017,1.0609620,0.4018261,2.1181398,1.2035537,0.0662236,2.0750398,1.1306709,0.0606452,1.9801377,1.2284123,0.0284482,2.0381502,1.2591814,0.0292974,2.1573462,1.1383261,0.0382868,2.1078468,0.7698667,0.4151172,2.0703113,0.8706963,0.3961422,2.1298671,0.7181690,0.0624042,2.0813634,0.7917435,0.0506787,1.9871056,0.7014455,0.0205301,2.1684223,0.7816235,0.0279657,2.0423645,0.6648001,0.0256677,2.0391912,1.1366934,1.3061763,2.0498411,0.8172375,1.3035193,2.1494905,0.9853894,1.3310092,2.0203182,1.1622539,0.6402467,2.0579829,1.1792100,0.5502332,2.1352538,1.1615841,0.6437355,2.0381770,0.7745967,0.6433351,2.0755675,0.7544222,0.5575586,2.1494168,0.7789811,0.6556561,2.1012336,1.1866501,0.3066779,2.0798278,1.2187760,0.2049803,2.1505727,1.1961817,0.2152099,2.1132271,0.7447839,0.3109541,2.0921343,0.7107301,0.2088345,2.1632363,0.7294156,0.2162328,2.0909048,1.0589128,0.7630852,2.1000229,0.8882583,0.7592843,1.9997897,1.3214319,1.0087690,2.0967019,1.2904084,0.9856028,1.9409643,1.1658844,0.8319960,1.9810165,1.2232781,0.7830044,2.0522261,0.6366669,1.0121307,2.1363873,0.6745705,0.9950349,1.9924060,0.7782822,0.8230627,2.0436914,0.7270765,0.7795107,
6,0.0833333,2.0575137,0.9834493,1.3138333,2.0492458,1.1363935,1.2274849,2.0303198,1.2758653,1.0106068,1.9664376,1.1998474,0.8198682,2.0673432,0.8243779,1.2288265,2.0750042,0.6836684,1.0091118,2.0219281,0.7462888,0.8145355,2.0559832,0.9725638,0.7779058,2.0449752,1.0700113,0.7589580,2.0814659,1.1023645,0.4080892,2.0953794,1.1641826,0.0706118,2.0563461,0.8720900,0.7560637,2.0939843,0.8309553,0.4004223,2.1097886,0.7650528,0.0652143,1.9551879,0.7071019,0.0205424,1.9983577,0.6750109,0.0205835,2.1315848,0.7748222,0.0196597,1.9479923,1.2211399,0.0261222,1.9982180,1.2554471,0.0261132,2.1214396,1.1578183,0.0293139,1.9793460,1.1120876,0.8328736,1.9951192,0.8245540,0.8268684,2.2040492,1.0360466,0.8740328,2.2103130,0.9229815,0.8722514,2.0963669,1.1624697,0.4056741,2.0661812,1.0603412,0.4009304,2.1200267,1.2058589,0.0646405,2.0762016,1.1312827,0.0592316,1.9802363,1.2300132,0.0257455,2.0390540,1.2623278,0.0267968,2.1598847,1.1396906,0.0367290,2.1099245,0.7704363,0.4132667,2.0727897,0.8728240,0.3936945,2.1313435,0.7211402,0.0604105,2.0830395,0.7955637,0.0482812,1.9877445,0.7037657,0.0181979,2.1703684,0.7858849,0.0260324,2.0428098,0.6671583,0.0231096,2.0426463,1.1422096,1.3049881,2.0525378,0.8194848,1.3026096,2.1539995,0.9887656,1.3299103,2.0189364,1.1669857,0.6385578,2.0576562,1.1831377,0.5486553,2.1360816,1.1653059,0.6420512,2.0376399,0.7731173,0.6410114,2.0759972,0.7534309,0.5556336,2.1501916,0.7785466,0.6544752,2.1027504,1.1882616,0.3057556,2.0806838,1.2209197,0.2042900,2.1532069,1.1986047,0.2133978,2.1149949,0.7458380,0.3092276,2.0933634,0.7117694,0.2070715,2.1654314,0.7317621,0.2143756,2.0908130,1.0617789,0.7613091,2.1001019,0.8884705,0.7576999,1.9996384,1.3242599,1.0058790,2.0951033,1.2925425,0.9830857,1.9418563,1.1691056,0.8315349,1.9813829,1.2272409,0.7810100,2.0522162,0.6410089,1.0074993,2.1363120,0.6783438,0.9911925,1.9931209,0.7827975,0.8198291,2.0421098,0.7311135,0.7757805,
7,0.1000000,2.0586668,0.9840396,1.3137088,2.0500912,1.1371714,1.2271509,2.0339890,1.2763370,1.0108293,1.9689990,1.2016937,0.8203648,2.0652422,0.8260107,1.2287682,2.0718997,0.6848151,1.0080721,2.0212690,0.7466350,0.8149320,2.0549684,0.9742115,0.7786154,2.0435751,1.0717309,0.7605089,2.0811885,1.1029500,0.4072518,2.0972380,1.1636370,0.0684087,2.0541822,0.8731220,0.7600992,2.0927905,0.8308808,0.3998709,2.1076006,0.7651278,0.0632346,1.9546442,0.7072585,0.0208901,1.9973069,0.6746669,0.0215829,2.1316274,0.7737342,0.0196939,1.9470748,1.2211748,0.0270105,1.9978193,1.2552296,0.0271498,2.1217635,1.1581210,0.0297519,1.9787213,1.1159908,0.8336364,1.9935166,0.8255889,0.8272684,2.2033416,1.0372156,0.8760957,2.2092290,0.9229222,0.8742256,2.0965257,1.1630795,0.4071949,2.0667852,1.0599061,0.4023456,2.1219879,1.2071519,0.0667142,2.0782462,1.1317221,0.0612700,1.9814302,1.2305757,0.0269715,2.0406221,1.2635326,0.0285133,2.1623445,1.1410881,0.0389750,2.1096050,0.7709568,0.4140033,2.0728393,0.8745679,0.3941144,2.1313458,0.7220922,0.0621679,2.0832426,0.7972778,0.0496417,1.9870785,0.7048187,0.0196486,2.1710108,0.7877063,0.0282616,2.0421499,0.6679218,0.0247669,2.0446060,1.1450048,1.3058222,2.0531591,0.8203747,1.3027599,2.1554583,0.9891916,1.3304754,2.0176346,1.1695769,0.6406229,2.0568756,1.1851426,0.5505057,2.1354855,1.1675018,0.6431799,2.0353395,0.7725328,0.6418323,2.0744236,0.7530769,0.5565513,2.1492587,0.7782673,0.6553852,2.1034956,1.1889069,0.3073298,2.0816543,1.2217501,0.2062399,2.1546498,1.1998259,0.2150814,2.1146677,0.7463562,0.3102052,2.0927215,0.7120967,0.2080298,2.1657499,0.7326028,0.2161539,2.0901405,1.0638662,0.7622277,2.0988323,0.8888180,0.7584496,2.0001188,1.3252770,1.0056742,2.0938497,1.2930619,0.9833236,1.9437630,1.1711471,0.8324807,1.9827871,1.2298601,0.7815565,2.0507071,0.6440967,1.0058734,2.1343096,0.6808584,0.9904617,1.9924364,0.7860098,0.8197740,2.0396354,0.7337103,0.7756851,
8,0.1166667,2.0573103,0.9857497,1.3140379,2.0504968,1.1397241,1.2260333,2.0328215,1.2785888,1.0106528,1.9697229,1.2050756,0.8214887,2.0647569,0.8276912,1.2288716,2.0700047,0.6876293,1.0088471,2.0202096,0.7485637,0.8149091,2.0547451,0.9755018,0.7784406,2.0428200,1.0746653,0.7616688,2.0804738,1.1039418,0.4097190,2.0964069,1.1632678,0.0681549,2.0529538,0.8758469,0.7598199,2.0886697,0.8313430,0.4007938,2.1077494,0.7648359,0.0652642,1.9547995,0.7073914,0.0217986,1.9990699,0.6739537,0.0215061,2.1315462,0.7741308,0.0203352,1.9432038,1.2200337,0.0283268,1.9933070,1.2538240,0.0265151,2.1190590,1.1576262,0.0273643,1.9789505,1.1188311,0.8333418,1.9925697,0.8262766,0.8270502,2.2034940,1.0384421,0.8764403,2.2088817,0.9232140,0.8746696,2.0962393,1.1639739,0.4074313,2.0664881,1.0594170,0.4029491,2.1211907,1.2069202,0.0659881,2.0770199,1.1303711,0.0609411,1.9789081,1.2292823,0.0266104,2.0386115,1.2634999,0.0276990,2.1620676,1.1403355,0.0378286,2.1081939,0.7707206,0.4142143,2.0716347,0.8755330,0.3938322,2.1308025,0.7219721,0.0629852,2.0826879,0.7979510,0.0500037,1.9860331,0.7048237,0.0200731,2.1707076,0.7881047,0.0289726,2.0412566,0.6676544,0.0252832,2.0463658,1.1483651,1.3054150,2.0535239,0.8219199,1.3030651,2.1569439,0.9910130,1.3300572,2.0163594,1.1720333,0.6403171,2.0560037,1.1872485,0.5503849,2.1357476,1.1698607,0.6430429,2.0335014,0.7720781,0.6419583,2.0727127,0.7524540,0.5568341,2.1485408,0.7776364,0.6557264,2.1030274,1.1894315,0.3075309,2.0804195,1.2220159,0.2064652,2.1546923,1.2004632,0.2143779,2.1133345,0.7459385,0.3106078,2.0914107,0.7114369,0.2086044,2.1650466,0.7323917,0.2168227,2.0903320,1.0655748,0.7620872,2.0983192,0.8892216,0.7583984,2.0005932,1.3258805,1.0050827,2.0928302,1.2937643,0.9828836,1.9462429,1.1728997,0.8322323,1.9846003,1.2322262,0.7815859,2.0494521,0.6465587,1.0045116,2.1325180,0.6826104,0.9898080,1.9920331,0.7884620,0.8199371,2.0378547,0.7354158,0.7759932,
