FF_TX,FF_TY,FF_TZ,FF_Rquat0,FF_Rquat1,FF_Rquat2,FF_Rquat3,Hip_Z_R,Hip_X_R,Hip_Y_R,Knee_Z_R,Ankle_Z_R,Ankle_X_R,Hip_Z_L,Hip_X_L,Hip_Y_L,Knee_Z_L,Ankle_Z_L,Ankle_X_L
0.3015741643816833,0.9482477010653302,0.08995917493373107,-0.10505311202539962,0.9941610149988772,-0.0238320533698598,0.006305009306659338,0.3776940605658059,-0.23732162033305326,-0.12167211440646418,-0.36771693742009637,0.08656571602559111,-0.03883425771985773,0.38122871320034035,0.11106689252295349,0.14161710814696943,-0.3435229685894338,0.0382389403431569,-0.20951369299521688
0.3015800356950069,0.9482604450182605,0.08996881700985988,-0.10504680968895003,0.9941603261272747,-0.023882977001071524,0.0063259100729325685,0.3776911062429665,-0.23752973933968455,-0.12232659203880447,-0.3679173641555169,0.08661549919492588,-0.03688266067495411,0.38113742580397586,0.1109590988686684,0.14187226908238637,-0.3433341658360881,0.03788225636400798,-0.20937572395772175
0.301615029758408,0.9482215842629994,0.09000875654207514,-0.10474576659582274,0.9941928024529824,-0.023817544142172024,0.00645914251075949,0.37711333423132576,-0.23733876157197126,-0.12137782998574762,-0.36769341372732744,0.08679022776522606,-0.038159728245279426,0.3803500466237349,0.11101877440738213,0.14070121707943553,-0.3432431553557727,0.039213412287215324,-0.208078443497973
0.30159265705032356,0.9482484416005367,0.08998885384720302,-0.10502183106434904,0.9941656303709961,-0.0237438094356944,0.006430077947623281,0.3776392437455662,-0.2371919059914235,-0.12215603777233244,-0.3678212973437949,0.0866980971242433,-0.036578095926990975,0.38089884964826476,0.11123667033017488,0.14148847481958352,-0.3429884902768016,0.03864177913981588,-0.20927489173880917
0.3016361669601565,0.9482102030057875,0.09003698034980132,-0.10457436036938814,0.9942073382995742,-0.023936583018799824,0.006558324328150736,0.37689105411501483,-0.23768282038834687,-0.1218412835973476,-0.36806723679882797,0.08729054803738326,-0.03621610852913293,0.37990793628406283,0.11077550433614201,0.1410399978834826,-0.34314007802018637,0.039266260458257145,-0.2075082957152883
0.30161970806210286,0.9482156755995959,0.09003660181996717,-0.1048054321006012,0.994185743321638,-0.02381639294739637,0.0065809273802006196,0.3773180770781184,-0.23743679566688394,-0.12205045276607084,-0.3679698315945317,0.08689566983480328,-0.036486533613303763,0.38033976978421696,0.11101675737878777,0.14095257293588637,-0.34306591873645714,0.03914061057695427,-0.20726189750692475
0.30157085555989216,0.9482505339529143,0.09000547049639959,-0.10496259715089487,0.994169282906855,-0.023840384955701788,0.006475042005474551,0.3774727220804535,-0.23746932202835078,-0.12235110167988093,-0.3677392894501143,0.08671498678522531,-0.03721972143008566,0.38069036363941894,0.11107500305537335,0.14139346352775334,-0.3434044996791031,0.03891740387586091,-0.209248773800909
0.30157097575067926,0.9482403661658283,0.08999968868918862,-0.10495974611180191,0.9941730253162924,-0.023698777669324312,0.006466480230897799,0.37737421399397536,-0.2371440132322788,-0.12230285284976876,-0.36770485516044477,0.0868426755407638,-0.036597266098754064,0.3806768444003741,0.11134912630665644,0.14155730034202627,-0.34301969054825293,0.03871665154099943,-0.2093053667475303
0.3016246803903226,0.9482243188114559,0.09000875371029053,-0.10486048900647214,0.9941799036901483,-0.023803150445100726,0.0066337751588848755,0.3775517876434669,-0.2373059777357807,-0.12146897161836932,-0.3681121455170749,0.08690280780409586,-0.034497438773829096,0.3804707737235758,0.11118683768619302,0.14193253584776427,-0.34311317645095313,0.03895655798521706,-0.20888552577803973
0.3015348999495135,0.948220106507936,0.08999290074864043,-0.10494545210356124,0.9941726099724326,-0.023761983421362366,0.006530069468487128,0.37743513186911104,-0.2372545395407334,-0.12195788308666337,-0.3678916457983003,0.08702382472244695,-0.03532183174379019,0.3805167875509736,0.11122742503091732,0.14161510564284735,-0.34297653217033214,0.038981303955852455,-0.2085730615082549
0.30157552425458223,0.9481869225757364,0.08998597569354394,-0.10475648930330232,0.9941912435610261,-0.02378178135771042,0.006654025163877308,0.377337442324258,-0.23727239938621625,-0.12165692267495376,-0.3684215604349646,0.08770974604336405,-0.03568344871925299,0.37997587194809057,0.11120563465040448,0.14130788061186791,-0.34285268964734267,0.039653513397513954,-0.2076360382177542
0.30157792863355065,0.9481933310317172,0.08997016193593754,-0.10475987425025451,0.9941893295593197,-0.023848900131529634,0.00664648026986216,0.37728344801940816,-0.23743405190950947,-0.12167014688005688,-0.36819724391528263,0.08714075744685566,-0.034328462644779234,0.38009924333327455,0.11110810803914888,0.14171042036288847,-0.3430040995247938,0.039174435520250274,-0.20824528885217083
0.3015435190743269,0.9481983579059624,0.08994667721691454,-0.104776613803323,0.9941892680426386,-0.023774936242572146,0.00665679468012659,0.37712479730080334,-0.2372393550802717,-0.12179070341986198,-0.36804616007206103,0.08753441385503997,-0.034750060603669926,0.38003674023706363,0.1112972669359957,0.14162355377126842,-0.34289916495428535,0.039199690289735536,-0.208309003595534
0.30151415485882205,0.9481937719893104,0.08991683568073308,-0.10490379728077798,0.9941772225723664,-0.02373498214727023,0.006595002413774379,0.37744212543293393,-0.23711892793463943,-0.12151509344314164,-0.36821811631471174,0.0872672082613501,-0.03418036022096689,0.38025503852956277,0.11139434112623547,0.14155674988766181,-0.3428196563143916,0.03921064635689812,-0.20821108432917376
0.3014417670170993,0.9482104780991434,0.08989010733792643,-0.1048737733981739,0.9941799421008916,-0.023778982384055104,0.006503412510000147,0.3771116769240528,-0.23709200202924277,-0.12098260586167595,-0.36786085236095445,0.0871034031562508,-0.03659522973941121,0.38016620825014313,0.11131500929470035,0.1410783204487018,-0.343182352559585,0.03931739373888332,-0.20854310632107775
0.301448093396706,0.9482136137683193,0.08985619937197137,-0.10503446952517131,0.9941628491905468,-0.02377033420313618,0.006554442216631194,0.3775946894797523,-0.23706292467439646,-0.12137372426664597,-0.36820035695846315,0.0873363430944473,-0.035631374562221735,0.3805437946909809,0.11144915140046527,0.14188391292025776,-0.3431651254352486,0.03891512381962021,-0.2095857372877154
0.3014145507536388,0.948208473213516,0.08983970347176685,-0.10497088738251574,0.9941696729551414,-0.02377782913731302,0.0065106850569572996,0.37736931159269904,-0.2370835489110475,-0.1214350456456178,-0.36818667198631655,0.08758640437766843,-0.03574244406516272,0.380392183544771,0.11139158569729803,0.14184673853649263,-0.34303066606193433,0.03866334830253583,-0.20846845059236674
0.30143491189617644,0.9481967639176031,0.08985071999386407,-0.10495178306954112,0.9941713259749427,-0.023750375846553283,0.006664644543850133,0.3775673119578497,-0.2370218296676034,-0.12123784647622203,-0.36832910318481715,0.08722525828110625,-0.035269279223098235,0.38031765171564125,0.11146341071935258,0.14176905409307564,-0.3429837767298172,0.039095849057638146,-0.20854809503714414
0.30137191408722214,0.9482145067288442,0.08981165411659127,-0.10502439697117134,0.9941669737542489,-0.023622524564348983,0.00662424866434636,0.37754549985508395,-0.23666141270337246,-0.12111236192369237,-0.3680183219092481,0.08676417858515799,-0.03508582116663026,0.3803977585439252,0.1117681423633864,0.14113538351517357,-0.34324214397794833,0.03934666681780738,-0.20823344641952346
0.3012998957920293,0.9482070482640728,0.08978573787124484,-0.1050544197859151,0.9941599824761097,-0.02379875595387233,0.006566379641325689,0.3774403806875475,-0.23710580507498655,-0.12140580324963396,-0.3680922472416461,0.0874811357580516,-0.03578447593382351,0.38041669443084153,0.1114518088235806,0.1420019724985374,-0.3431467705865325,0.03908302561190532,-0.2096628373947251
0.30136560761129455,0.9482007688631745,0.08980138184366775,-0.10497652206992483,0.9941719758432794,-0.023600732486660444,0.006709522193523152,0.377271906061543,-0.23666931074041778,-0.12125534854669359,-0.3677620341386854,0.08686098361563661,-0.03384981330292793,0.38021107912573193,0.1118151409132095,0.1412603599667975,-0.3429506762012028,0.03917642022624399,-0.20734529919890926
0.3013420589880371,0.9481864759453343,0.08985119374756094,-0.10505694257330857,0.994151408701033,-0.024092924971207703,0.006748804429812433,0.3777714131857897,-0.23776647549832586,-0.12094749010636778,-0.3682515093084104,0.08715924411302581,-0.034076416742857094,0.3798432968108112,0.11091366135810267,0.14235669736246004,-0.34205974308685594,0.03893989716242922,-0.20998778329128465
0.30125983489088465,0.9481750600399769,0.08976608322378635,-0.10495775778614262,0.9941690841979637,-0.023816048951471762,0.006670601009567431,0.3771667572074999,-0.2371333407841612,-0.12129927495679355,-0.367787208352835,0.08688000252274967,-0.03291182571552395,0.37991625744569696,0.11145803834105202,0.14169586134340675,-0.34268667129746627,0.039601512845858285,-0.20868379170295276
0.3013041271987393,0.9481940237799369,0.08974778147195668,-0.10497514298351554,0.9941662806734106,-0.02382848845609967,0.006769702023380818,0.37737156381754666,-0.2370563482162025,-0.1210423381492813,-0.36785719579649995,0.08684615606089686,-0.034017612234288085,0.3800338023865666,0.11151296167308952,0.14231940554525227,-0.3427660046195337,0.039074217011107006,-0.20887497190680307
0.3012908094721365,0.9481790925029655,0.08977558937221349,-0.10498587356657445,0.9941586914913011,-0.0240712503170085,0.006858381145957694,0.3775299436468086,-0.2376961929182142,-0.12090765321259968,-0.3680653394623175,0.08704206594802735,-0.03236073341924946,0.37951029605382186,0.11105692576422135,0.14249975739993662,-0.3419265767338296,0.03953163717170913,-0.21024518312094986
0.3012311707739474,0.9481903764999895,0.08967289933715498,-0.10503633789662455,0.9941616110567622,-0.023774144820869588,0.006696929171313998,0.3772634035044785,-0.23690325263652645,-0.12116640292757902,-0.36782245033497324,0.087031454448247,-0.033536054176822455,0.3800081755844442,0.11161225153917237,0.1415336311416652,-0.34263074613315353,0.03913064084490145,-0.2079438847487862
0.3012413303188159,0.9482055554017043,0.08965658675055271,-0.10506226679478614,0.9941563797810696,-0.02387334707152651,0.00671386149256542,0.37753513191268867,-0.2371406870240423,-0.12130774415050087,-0.36806501197844926,0.08690702467024423,-0.0335124794282713,0.3801577563546687,0.11147283589536333,0.1424061108672487,-0.34274846038598183,0.038732677198741204,-0.20857140690307205
0.3012178710430659,0.9482000307154259,0.08962954016350282,-0.10499515070883124,0.994161965455659,-0.023921137460440216,0.006766383936007032,0.3774095218452059,-0.23714099451257978,-0.1207833758816648,-0.3680901004468714,0.08686647908545084,-0.03367541416449052,0.37984552505636715,0.11141886712875794,0.1425692934774971,-0.3425323196447797,0.038799171948908515,-0.20859603980591437
0.3011866738567812,0.9481784912787685,0.08964094805766436,-0.10506629072917605,0.9941587010502173,-0.023762557666212263,0.006700188931418094,0.3773971344415227,-0.2368697759731237,-0.12136472726653556,-0.3680654972949029,0.08733145441834028,-0.03336611957380853,0.3800127714822885,0.11169509035557335,0.14151067717645505,-0.3426115197812636,0.0394193594673711,-0.2081293366132873
0.30114870005864597,0.9482126789299055,0.08961254718679133,-0.10513408224720501,0.9941529037663294,-0.023717789891038316,0.006655458338686247,0.3774516204778457,-0.2367441075032597,-0.12151694033631465,-0.36790108661800747,0.08674915183930645,-0.033045905163317735,0.3801763663517436,0.11185019463689155,0.14167375680302868,-0.3428758819428373,0.039118959645491565,-0.20897270893128578
0.3011703709884189,0.9482191808446608,0.0895967885924534,-0.10524975828447529,0.9941410040759782,-0.023706700129868127,0.0066441526787123974,0.3775509944303434,-0.2366620754330177,-0.12141781978028762,-0.3675449111065967,0.08678339795432717,-0.03347737997594192,0.3804418861051625,0.11187802517575457,0.14229714817609865,-0.34259203345723366,0.038385905208130996,-0.20914911692400506
0.3011832297406185,0.948214783645181,0.08956776985425853,-0.10504366054769025,0.9941629446154487,-0.023729785769623625,0.006539587113077003,0.37715345749798945,-0.2367375910417815,-0.12150241956725123,-0.36780717030311655,0.08697660047962982,-0.033241282837184354,0.38011773619883227,0.11183882226356932,0.14160118797063145,-0.34298225630497353,0.03907684020321109,-0.20916913091460174
0.3012309210870464,0.9482023244960935,0.08957958778048926,-0.10488733454667847,0.994177832463423,-0.023779775267329082,0.006603542856560139,0.3770450775453565,-0.23688568398145424,-0.12157233129084369,-0.3681029558405295,0.08705484421206226,-0.03301963974818132,0.3798102852633972,0.11170240226451886,0.1420591639155917,-0.342649340320615,0.038875983457257124,-0.2089531327569104
0.3012285045050005,0.9482138744320904,0.08954191186519293,-0.1050532095312183,0.9941571675761662,-0.023952578233177483,0.006451613759995804,0.37735309931991584,-0.23724702566467204,-0.12145012671614251,-0.36806913133586994,0.08695591540778304,-0.03331004380561203,0.3803944370710274,0.1113892890487027,0.1423539720853248,-0.34322487988969563,0.038385120726738636,-0.21008239874051537
0.30124413857438304,0.9482069305004015,0.08955481618709524,-0.10496411011124501,0.9941740713407405,-0.02365545983911989,0.006393018233224968,0.37703536997683224,-0.23658859661478565,-0.12172258030847315,-0.36799374073238417,0.08713177426118944,-0.03431346336788922,0.38018759119554063,0.1118797621174964,0.14105052874203605,-0.3429406572635898,0.03905097946549959,-0.20805936561850874
0.3013259458819521,0.9482139474671095,0.08957232019277316,-0.1049054858100658,0.9941791486793717,-0.023697059021725617,0.006411612264840348,0.37698001733272674,-0.23671240774743718,-0.12187094077643014,-0.3677898137828579,0.08680058968075019,-0.033592642101909556,0.3801649299962327,0.11180928064241978,0.14172986034821358,-0.34287209092050713,0.03860470200745041,-0.20922186718696648
0.301350332943954,0.9482144232895263,0.0895544733287756,-0.10477726724626266,0.9941908193139304,-0.023779766885135844,0.006392319390460647,0.37682888015444466,-0.23682024054655657,-0.12122360364260348,-0.36810220868270277,0.08727780360444333,-0.03444475095235764,0.3800298984905948,0.111679721968756,0.14128800835247465,-0.3434149848698638,0.03901765985188503,-0.20867346515852084
0.3013761925737852,0.9482163148799712,0.08963320625526462,-0.10497398779107792,0.9941655096925032,-0.023964326479244003,0.006411885953453696,0.37745974953354444,-0.23737612606465372,-0.12131411468104766,-0.3681663207069392,0.08672947869073207,-0.03380745604931921,0.37992094906807305,0.11131036452093204,0.14195878080361723,-0.3421814628801152,0.038520249779355024,-0.21047002504891127
