0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191
Frame#,Time,Neck,,,RShoulder,,,RElbow,,,RWrist,,,LShoulder,,,LElbow,,,LWrist,,,midHip,,,RHip,,,RKnee,,,RAnkle,,,LHip,,,LKnee,,,LAnkle,,,LBigToe,,,LSmallToe,,,LHeel,,,RBigToe,,,RSmallToe,,,RHeel,,,r.ASIS_study,,,L.ASIS_study,,,r.PSIS_study,,,L.PSIS_study,,,r_knee_study,,,r_mknee_study,,,r_ankle_study,,,r_mankle_study,,,r_toe_study,,,r_5meta_study,,,r_calc_study,,,L_knee_study,,,L_mknee_study,,,L_ankle_study,,,L_mankle_study,,,L_toe_study,,,L_calc_study,,,L_5meta_study,,,r_shoulder_study,,,L_shoulder_study,,,C7_study,,,r_thigh1_study,,,r_thigh2_study,,,r_thigh3_study,,,L_thigh1_study,,,L_thigh2_study,,,L_thigh3_study,,,r_sh1_study,,,r_sh2_study,,,r_sh3_study,,,L_sh1_study,,,L_sh2_study,,,L_sh3_study,,,RHJC_study,,,LHJC_study,,,r_lelbow_study,,,r_melbow_study,,,r_lwrist_study,,,r_mwrist_study,,,L_lelbow_study,,,L_melbow_study,,,L_lwrist_study,,,L_mwrist_study,,,
,,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34,X35,Y35,Z35,X36,Y36,Z36,X37,Y37,Z37,X38,Y38,Z38,X39,Y39,Z39,X40,Y40,Z40,X41,Y41,Z41,X42,Y42,Z42,X43,Y43,Z43,X44,Y44,Z44,X45,Y45,Z45,X46,Y46,Z46,X47,Y47,Z47,X48,Y48,Z48,X49,Y49,Z49,X50,Y50,Z50,X51,Y51,Z51,X52,Y52,Z52,X53,Y53,Z53,X54,Y54,Z54,X55,Y55,Z55,X56,Y56,Z56,X57,Y57,Z57,X58,Y58,Z58,X59,Y59,Z59,X60,Y60,Z60,X61,Y61,Z61,X62,Y62,Z62,X63,Y63,Z63,
1,0.0000000,1.8025350,0.3122858,1.0783020,1.8374443,0.4805128,0.9959682,1.8573726,0.5479254,0.7387620,1.7739525,0.6110769,0.5509990,1.8393625,0.1458187,0.9902372,1.8678237,0.1071292,0.6972956,1.7830066,0.0715197,0.4686525,1.8072289,0.3192300,0.5632822,1.7935057,0.4168158,0.5393912,1.4050307,0.5076127,0.4497356,1.4926162,0.4780533,0.0776985,1.7910920,0.2209695,0.5361354,1.4057564,0.1531997,0.4464516,1.4944661,0.1979244,0.0770586,1.3271754,0.1811698,0.0254467,1.3679452,0.1432946,0.0176661,1.5402584,0.2090580,0.0282969,1.3299241,0.5007471,0.0254640,1.3712776,0.5388591,0.0162562,1.5402482,0.4648958,0.0277293,1.7687882,0.4657470,0.6483771,1.7675750,0.1692719,0.6175628,1.9716528,0.3859337,0.6196559,1.9713747,0.2685769,0.6066818,1.3927384,0.5558749,0.4928940,1.3807080,0.4378064,0.4656841,1.4896843,0.5252309,0.0685027,1.4705061,0.4285387,0.0553139,1.3217909,0.4977362,0.0042457,1.3803603,0.5604288,0.0159706,1.5688362,0.4575539,0.0375393,1.4207683,0.0936381,0.4755601,1.3805940,0.2014700,0.4850083,1.4941752,0.1212684,0.0884871,1.4465120,0.2081811,0.0980374,1.3269836,0.1225740,0.0603850,1.5573772,0.1969702,0.0616107,1.4031724,0.0647507,0.0576514,1.7791357,0.4779916,1.0950354,1.8194817,0.1649698,1.0655909,1.8680748,0.3281027,1.1078340,1.6282732,0.5245302,0.5955923,1.5407705,0.5583247,0.5579847,1.7046021,0.5466229,0.5292190,1.6651260,0.1228438,0.5762224,1.5798401,0.0906615,0.5328186,1.7277623,0.1042463,0.4825755,1.3952836,0.5678114,0.3630585,1.3950616,0.5697739,0.2376622,1.4745222,0.5638794,0.2524234,1.4248665,0.0873175,0.3558047,1.4238411,0.0803450,0.2412438,1.4947944,0.0911874,0.2491465,1.8345567,0.4104802,0.5433635,1.8332802,0.2312135,0.5246194,1.8667247,0.5960555,0.7341267,1.9015707,0.5284669,0.7142248,1.7288262,0.5819596,0.5522791,1.7981816,0.6103582,0.5145148,1.8552296,0.0587167,0.6872988,1.8837440,0.1242425,0.6779431,1.7465965,0.0857075,0.4705813,1.8001632,0.0708971,0.4370402,
2,0.0166667,1.8030164,0.3124582,1.0782561,1.8375457,0.4799245,0.9959231,1.8573588,0.5445618,0.7345100,1.7743943,0.6056703,0.5424773,1.8398130,0.1459967,0.9900951,1.8683574,0.1072925,0.6971910,1.7825759,0.0716013,0.4688367,1.8070508,0.3191486,0.5631632,1.7934077,0.4169984,0.5395321,1.4049528,0.5080103,0.4502819,1.4921832,0.4782781,0.0782665,1.7908272,0.2210612,0.5363444,1.4059566,0.1528214,0.4471834,1.4943706,0.1979936,0.0765276,1.3273408,0.1807750,0.0253604,1.3685357,0.1428289,0.0174008,1.5399781,0.2090292,0.0280470,1.3296199,0.5010503,0.0254396,1.3709669,0.5388943,0.0165155,1.5401707,0.4652499,0.0276938,1.7661836,0.4607396,0.6502298,1.7628458,0.1696408,0.6144503,1.9658778,0.3869388,0.6117481,1.9648141,0.2722529,0.5967928,1.4223508,0.5751122,0.4782057,1.3993716,0.4657274,0.4673893,1.5034848,0.5148692,0.0725599,1.4733758,0.4265566,0.0729353,1.3451806,0.4950465,0.0126664,1.4052752,0.5494903,0.0166589,1.5704801,0.4460771,0.0518413,1.4180421,0.1071158,0.4706142,1.3809562,0.2204228,0.4783705,1.5083524,0.1450482,0.0749428,1.4639647,0.2368159,0.0828760,1.3462872,0.1511391,0.0402646,1.5730315,0.2214011,0.0471373,1.4158037,0.0969343,0.0406532,1.7771928,0.4670542,1.0782830,1.8057849,0.1470503,1.0582497,1.8707910,0.3204292,1.0959774,1.6608202,0.5199515,0.5994400,1.5741810,0.5620964,0.5512102,1.7196248,0.5474074,0.5092189,1.6692160,0.1273734,0.5857199,1.5799826,0.0982427,0.5369290,1.7243329,0.1068868,0.4789926,1.4219535,0.5781529,0.3486086,1.4193799,0.5704628,0.2269778,1.4950875,0.5643609,0.2442758,1.4249490,0.1052242,0.3464624,1.4292199,0.1061500,0.2303443,1.4988066,0.1035925,0.2397762,1.8363799,0.4100724,0.5445153,1.8337687,0.2338134,0.5229070,1.8627193,0.5959711,0.7362347,1.8958333,0.5212877,0.7080076,1.7202892,0.5818312,0.5414340,1.7906434,0.6138655,0.5110020,1.8669058,0.0620103,0.6932597,1.8848040,0.1381533,0.6785795,1.7403876,0.0904290,0.4672726,1.8075730,0.0796950,0.4436145,
3,0.0333333,1.8034698,0.3125852,1.0782197,1.8376437,0.4793829,0.9958990,1.8574443,0.5413376,0.7304079,1.7748003,0.6002563,0.5339900,1.8401797,0.1461553,0.9899560,1.8688367,0.1074370,0.6970753,1.7822041,0.0716936,0.4689959,1.8068953,0.3190709,0.5630539,1.7933446,0.4171446,0.5396673,1.4048936,0.5083532,0.4507565,1.4917957,0.4784665,0.0787645,1.7906107,0.2211265,0.5365412,1.4061240,0.1524839,0.4478396,1.4943004,0.1980593,0.0760531,1.3274806,0.1804222,0.0252922,1.3690616,0.1424148,0.0171542,1.5397299,0.2089995,0.0278119,1.3293679,0.5013325,0.0254295,1.3707125,0.5389484,0.0167530,1.5401058,0.4655692,0.0276361,1.7675782,0.4631687,0.6485125,1.7609273,0.1716854,0.6231336,1.9692988,0.3814235,0.6070241,1.9666994,0.2672303,0.5962456,1.4256187,0.5741357,0.4679110,1.4001653,0.4621992,0.4653092,1.5079432,0.5120969,0.0675307,1.4752021,0.4218858,0.0725693,1.3522803,0.4927533,0.0147646,1.4143081,0.5483322,0.0163458,1.5753218,0.4397885,0.0475106,1.4180734,0.0985305,0.4652646,1.3852558,0.2142253,0.4665606,1.5117224,0.1442713,0.0702037,1.4722693,0.2389638,0.0742520,1.3557038,0.1580661,0.0241638,1.5777269,0.2194054,0.0437968,1.4217505,0.1055093,0.0292552,1.7828999,0.4735403,1.0653496,1.8006404,0.1425450,1.0529000,1.8748187,0.3190837,1.0879590,1.6688956,0.5199403,0.5993904,1.5805283,0.5623414,0.5450283,1.7218864,0.5479074,0.4939638,1.6636223,0.1237801,0.5927954,1.5755885,0.0920625,0.5402445,1.7214307,0.1008470,0.4820407,1.4262045,0.5761967,0.3379373,1.4251516,0.5687077,0.2177514,1.5008305,0.5626228,0.2350564,1.4254053,0.0987858,0.3390273,1.4308811,0.1031352,0.2231924,1.5005588,0.0973502,0.2353693,1.8372631,0.4084520,0.5394277,1.8328214,0.2323360,0.5241253,1.8632129,0.5955070,0.7344145,1.8944142,0.5188309,0.7071916,1.7187434,0.5774947,0.5290335,1.7923900,0.6108780,0.5060228,1.8745348,0.0609535,0.6940197,1.8883807,0.1405380,0.6815073,1.7433119,0.0872856,0.4699225,1.8126007,0.0778110,0.4454668,
4,0.0500000,1.8038701,0.3126322,1.0781991,1.8377404,0.4789252,0.9959133,1.8576788,0.5383920,0.7266159,1.7751364,0.5950169,0.5258509,1.8403880,0.1462792,0.9898246,1.8692148,0.1075489,0.6969424,1.7819386,0.0718039,0.4691098,1.8067757,0.3189992,0.5629636,1.7933382,0.4172249,0.5397952,1.4048671,0.5085997,0.4511013,1.4914840,0.4785883,0.0791370,1.7904740,0.2211445,0.5367158,1.4062340,0.1522231,0.4483528,1.4942763,0.1981205,0.0756786,1.3275749,0.1801482,0.0252580,1.3694701,0.1420960,0.0169401,1.5395410,0.2089725,0.0276068,1.3292014,0.5015727,0.0254440,1.3705421,0.5390305,0.0169500,1.5400631,0.4658256,0.0275386,1.7670802,0.4638631,0.6471643,1.7598463,0.1736804,0.6273599,1.9716508,0.3785018,0.6034048,1.9686628,0.2650129,0.5950830,1.4262464,0.5765107,0.4670038,1.4003606,0.4636240,0.4678007,1.5105925,0.5215303,0.0704692,1.4770863,0.4308458,0.0762997,1.3593441,0.5001064,0.0208692,1.4210082,0.5571888,0.0229071,1.5767035,0.4501430,0.0504749,1.4193645,0.0970546,0.4595322,1.3912727,0.2157911,0.4603226,1.5143451,0.1448149,0.0662282,1.4792989,0.2416422,0.0714684,1.3576024,0.1613183,0.0218035,1.5837445,0.2204792,0.0407501,1.4218279,0.1059906,0.0256822,1.7932001,0.4743289,1.0644794,1.8053423,0.1414025,1.0560805,1.8850707,0.3153546,1.0882311,1.6742044,0.5207328,0.6036541,1.5836367,0.5638741,0.5466842,1.7216171,0.5481966,0.4884958,1.6649107,0.1231286,0.5955863,1.5753227,0.0903908,0.5398012,1.7179916,0.0977555,0.4802094,1.4269905,0.5803011,0.3373605,1.4268457,0.5752746,0.2179543,1.5030532,0.5693472,0.2364649,1.4254685,0.0980475,0.3316198,1.4310979,0.1029087,0.2165893,1.5019626,0.0957910,0.2297938,1.8376755,0.4071363,0.5368484,1.8329967,0.2319169,0.5249420,1.8630872,0.5925604,0.7292662,1.8948306,0.5147994,0.7042311,1.7179942,0.5715919,0.5204885,1.7952753,0.6058553,0.4993644,1.8783296,0.0600342,0.6923940,1.8934532,0.1418362,0.6820655,1.7433550,0.0854258,0.4728821,1.8123275,0.0774088,0.4470093,
5,0.0666667,1.8042009,0.3125828,1.0781955,1.8378358,0.4785724,0.9959764,1.8580037,0.5359425,0.7234267,1.7753700,0.5903309,0.5186559,1.8403904,0.1463572,0.9897073,1.8694600,0.1076198,0.6967922,1.7818069,0.0719345,0.4691665,1.8066947,0.3189350,0.5629018,1.7933945,0.4172230,0.5399171,1.4048813,0.5087288,0.4512833,1.4912588,0.4786265,0.0793523,1.7904248,0.2211029,0.5368671,1.4062716,0.1520606,0.4486859,1.4943081,0.1981779,0.0754225,1.3276151,0.1799776,0.0252671,1.3697332,0.1418990,0.0167693,1.5394252,0.2089503,0.0274397,1.3291294,0.5017580,0.0254879,1.3704560,0.5391405,0.0170965,1.5400420,0.4660025,0.0273951,1.7669839,0.4640805,0.6456021,1.7604752,0.1743596,0.6305941,1.9728076,0.3773252,0.6024641,1.9700326,0.2639817,0.5962605,1.4243274,0.5761085,0.4633276,1.3979286,0.4615384,0.4650221,1.5099432,0.5244885,0.0689830,1.4757587,0.4327920,0.0745168,1.3610393,0.5018714,0.0192407,1.4230176,0.5608095,0.0223964,1.5755905,0.4530461,0.0492316,1.4177012,0.0967313,0.4576966,1.3918984,0.2161681,0.4593787,1.5094789,0.1478022,0.0667278,1.4771126,0.2448027,0.0731761,1.3529604,0.1667339,0.0223030,1.5809273,0.2230481,0.0436673,1.4159396,0.1103852,0.0249117,1.7977949,0.4751082,1.0653520,1.8083401,0.1399948,1.0598839,1.8900339,0.3117157,1.0909171,1.6749772,0.5218631,0.6038886,1.5833380,0.5647347,0.5452604,1.7207745,0.5484638,0.4849886,1.6658120,0.1234605,0.5981270,1.5745619,0.0902753,0.5405445,1.7152840,0.0971414,0.4788856,1.4254953,0.5802704,0.3335051,1.4259748,0.5765990,0.2146899,1.5023275,0.5711685,0.2343862,1.4215084,0.0986303,0.3286180,1.4260915,0.1043513,0.2134906,1.4979566,0.0974529,0.2292986,1.8372517,0.4065777,0.5349030,1.8330407,0.2317276,0.5259942,1.8634509,0.5898943,0.7226202,1.8956292,0.5129869,0.6989558,1.7184547,0.5684648,0.5139171,1.7974727,0.6025644,0.4920494,1.8799430,0.0603555,0.6893691,1.8982211,0.1431225,0.6808306,1.7422486,0.0860766,0.4732878,1.8116403,0.0787908,0.4469447,
6,0.0833333,1.8044566,0.3124410,1.0782049,1.8379280,0.4783266,0.9960893,1.8582657,0.5342609,0.7212337,1.7754752,0.5867406,0.5132268,1.8401764,0.1463835,0.9896114,1.8695615,0.1076489,0.6966312,1.7818134,0.0720817,0.4691641,1.8066449,0.3188791,0.5628768,1.7935024,0.4171384,0.5400368,1.4049354,0.5087441,0.4512993,1.4911108,0.4785806,0.0794074,1.7904464,0.2209996,0.5370011,1.4062345,0.1520006,0.4488358,1.4943926,0.1982337,0.0752760,1.3276053,0.1799197,0.0253212,1.3698509,0.1418287,0.0166485,1.5393816,0.2089335,0.0273108,1.3291329,0.5018849,0.0255587,1.3704255,0.5392671,0.0171924,1.5400321,0.4660966,0.0272124,1.7676197,0.4647447,0.6434375,1.7605298,0.1755217,0.6341604,1.9743137,0.3764727,0.6007901,1.9712213,0.2632850,0.5970701,1.4225355,0.5771063,0.4613231,1.3951375,0.4619066,0.4639009,1.5106636,0.5259504,0.0690147,1.4754255,0.4340474,0.0746671,1.3616536,0.5036999,0.0196870,1.4243423,0.5635666,0.0233889,1.5767562,0.4537349,0.0495630,1.4185025,0.0963445,0.4563580,1.3945457,0.2157045,0.4578032,1.5079238,0.1470920,0.0666341,1.4775924,0.2435841,0.0733380,1.3527541,0.1671495,0.0237882,1.5801627,0.2212451,0.0437700,1.4143410,0.1107570,0.0257113,1.8031957,0.4771121,1.0652820,1.8115436,0.1412271,1.0632636,1.8950502,0.3105809,1.0927107,1.6755143,0.5235084,0.6027668,1.5830608,0.5662530,0.5437603,1.7207688,0.5482944,0.4823946,1.6662836,0.1243650,0.6004658,1.5745837,0.0906318,0.5415136,1.7137567,0.0968282,0.4790415,1.4241328,0.5809409,0.3315460,1.4251821,0.5775707,0.2131555,1.5025524,0.5725618,0.2337088,1.4208180,0.0980002,0.3266005,1.4247460,0.1034195,0.2116066,1.4968469,0.0971706,0.2287037,1.8372555,0.4058687,0.5327752,1.8327130,0.2313548,0.5274088,1.8650154,0.5870133,0.7163753,1.8969642,0.5112459,0.6938378,1.7207548,0.5658904,0.5092177,1.8000254,0.5990940,0.4859187,1.8806760,0.0604931,0.6854613,1.9018501,0.1438604,0.6781254,1.7408811,0.0867990,0.4729273,1.8112234,0.0797598,0.4465656,
7,0.1000000,1.8046418,0.3122298,1.0782200,1.8380145,0.4781723,0.9962430,1.8582755,0.5336022,0.7204245,1.7754406,0.5848239,0.5104173,1.8397751,0.1463580,0.9895451,1.8695319,0.1076437,0.6964713,1.7819430,0.0722371,0.4691085,1.8066122,0.3188307,0.5628941,1.7936373,0.4169846,0.5401581,1.4050195,0.5086709,0.4511757,1.4910172,0.4784662,0.0793259,1.7905067,0.2208419,0.5371266,1.4061327,0.1520303,0.4488280,1.4945148,0.1982899,0.0752092,1.3275602,0.1799673,0.0254145,1.3698473,0.1418692,0.0165800,1.5393973,0.2089206,0.0272147,1.3291693,0.5019583,0.0256477,1.3704015,0.5393889,0.0172464,1.5400178,0.4661174,0.0270090,1.7678680,0.4641751,0.6423775,1.7608206,0.1762126,0.6356495,1.9743166,0.3763718,0.6002547,1.9711911,0.2636292,0.5976571,1.4232481,0.5759929,0.4610061,1.3959801,0.4609587,0.4633136,1.5097641,0.5276068,0.0693296,1.4744978,0.4359631,0.0745132,1.3609833,0.5055824,0.0214046,1.4234801,0.5659344,0.0254419,1.5755898,0.4559101,0.0490896,1.4190442,0.0968701,0.4561056,1.3964270,0.2161151,0.4581923,1.5074674,0.1471360,0.0664411,1.4784744,0.2432148,0.0738625,1.3532856,0.1681027,0.0245441,1.5802505,0.2203734,0.0441932,1.4138108,0.1111950,0.0254623,1.8067073,0.4777180,1.0667359,1.8136506,0.1412968,1.0641009,1.8978957,0.3090735,1.0940405,1.6761946,0.5227046,0.6034600,1.5836307,0.5653179,0.5442228,1.7205866,0.5473625,0.4820139,1.6669222,0.1252361,0.6017414,1.5746917,0.0914011,0.5421030,1.7126198,0.0973767,0.4786433,1.4241590,0.5803137,0.3313588,1.4245319,0.5776458,0.2131772,1.5023135,0.5731778,0.2339773,1.4204064,0.0985753,0.3256479,1.4239437,0.1039421,0.2104393,1.4965019,0.0973245,0.2284061,1.8370764,0.4054190,0.5319268,1.8325603,0.2316451,0.5281410,1.8665979,0.5839503,0.7113538,1.8978493,0.5092817,0.6898219,1.7232680,0.5631339,0.5060349,1.8018330,0.5950350,0.4813374,1.8812543,0.0605953,0.6818371,1.9043489,0.1444692,0.6757226,1.7398620,0.0875236,0.4732470,1.8110868,0.0804673,0.4469692,
8,0.1166667,1.8047689,0.3119841,1.0782333,1.8380937,0.4780816,0.9964193,1.8578881,0.5341115,0.7212381,1.7752755,0.5850143,0.5108449,1.8392506,0.1462858,0.9895155,1.8694047,0.1076185,0.6963270,1.7821691,0.0723895,0.4690103,1.8065808,0.3187882,0.5629536,1.7937681,0.4167859,0.5402809,1.4051163,0.5085487,0.4509599,1.4909522,0.4783119,0.0791506,1.7905697,0.2206443,0.5372489,1.4059865,0.1521237,0.4487056,1.4946518,0.1983467,0.0751830,1.3275015,0.1800969,0.0255349,1.3697625,0.1419882,0.0165625,1.5394528,0.2089080,0.0271444,1.3291842,0.5019892,0.0257414,1.3703302,0.5394787,0.0172729,1.5399849,0.4660834,0.0268100,1.7683514,0.4638320,0.6412263,1.7608015,0.1764205,0.6371428,1.9745881,0.3765170,0.6000221,1.9712230,0.2639249,0.5985645,1.4233102,0.5750529,0.4593066,1.3956913,0.4601562,0.4615282,1.5096843,0.5264705,0.0686957,1.4740545,0.4350628,0.0736919,1.3612107,0.5049943,0.0209530,1.4236876,0.5654130,0.0251735,1.5753132,0.4546376,0.0484146,1.4186016,0.0970973,0.4570863,1.3967429,0.2159140,0.4594405,1.5070469,0.1471081,0.0672293,1.4788953,0.2426734,0.0748696,1.3532909,0.1690288,0.0255543,1.5803987,0.2193076,0.0452935,1.4133921,0.1117326,0.0259790,1.8080348,0.4789408,1.0676715,1.8136703,0.1417256,1.0652358,1.8985675,0.3087016,1.0954798,1.6760181,0.5226878,0.6024585,1.5836092,0.5649164,0.5430359,1.7209774,0.5466071,0.4811181,1.6667775,0.1263830,0.6031347,1.5742239,0.0922373,0.5433033,1.7116217,0.0978266,0.4790952,1.4242131,0.5789718,0.3297912,1.4244096,0.5762255,0.2119185,1.5024980,0.5721132,0.2329992,1.4195293,0.0986919,0.3261537,1.4230658,0.1040838,0.2106480,1.4958055,0.0975066,0.2293731,1.8370864,0.4052415,0.5311400,1.8322603,0.2318021,0.5289983,1.8679682,0.5818839,0.7080227,1.8982069,0.5078840,0.6873906,1.7254132,0.5615038,0.5047573,1.8028952,0.5920855,0.4788495,1.8816125,0.0606328,0.6789225,1.9060363,0.1452280,0.6739121,1.7391998,0.0882617,0.4740197,1.8112017,0.0810969,0.4477541,
