0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
Frame#,Time,Neck,,,RShoulder,,,RElbow,,,RWrist,,,LShoulder,,,LElbow,,,LWrist,,,midHip,,,RHip,,,RKnee,,,RAnkle,,,LHip,,,LKnee,,,LAnkle,,,LBigToe,,,LSmallToe,,,LHeel,,,RBigToe,,,RSmallToe,,,RHeel,,,
,,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,
29,0.4666667,-3.1491700,1.1164800,0.0577200,-3.1561100,1.1225300,0.2336200,-3.2874800,0.9029900,0.3976400,-3.1660800,0.7212800,0.3263200,-3.1339300,1.1127200,-0.1111400,-3.2370500,0.8516100,-0.1979500,-3.1152200,0.7239600,-0.0496500,-3.2878000,0.5925600,0.1161500,-3.2659600,0.6086100,0.2206300,-3.1589900,0.2503800,0.2977400,-3.5933000,-0.0485500,0.4207800,-3.2898400,0.5791600,0.0177700,-3.3047300,0.1856200,0.1880700,-3.5512100,-0.1567400,0.3609200,-3.4524300,-0.2733400,0.3840500,-3.4650800,-0.2765500,0.3277000,-3.5909900,-0.1769200,0.3771600,-3.5156100,-0.1797700,0.4705000,-3.5588600,-0.1418700,0.5155300,-3.6852600,-0.0698300,0.4357000,
30,0.4833333,-3.1000100,1.1086500,0.0573400,-3.1327300,1.1170900,0.2256100,-3.2724600,0.9014500,0.3950900,-3.1364100,0.7201600,0.3371400,-3.0841800,1.1071500,-0.1140600,-3.1708000,0.8455300,-0.2010800,-3.0264900,0.7488600,-0.0411300,-3.2461900,0.5886300,0.1068700,-3.2187800,0.6117000,0.2155800,-3.0749400,0.2679200,0.2936600,-3.4768000,-0.0563800,0.4145700,-3.2530100,0.5719900,0.0069100,-3.2673600,0.1959900,0.1940400,-3.5652100,-0.1670700,0.3632400,-3.4260200,-0.2445000,0.3819700,-3.4918700,-0.2652600,0.3417900,-3.6186800,-0.1883600,0.3747900,-3.3614200,-0.1813300,0.4651500,-3.3976800,-0.1484100,0.5030000,-3.5814500,-0.0954000,0.4323100,
31,0.5000000,-3.0488600,1.1048300,0.0540800,-3.0960600,1.1126900,0.2122200,-3.2477600,0.9023000,0.3947500,-3.1043700,0.7196900,0.3482400,-3.0427600,1.1026800,-0.1172300,-3.0974500,0.8401200,-0.2070000,-2.9368400,0.7709200,-0.0351300,-3.1938600,0.5908700,0.1001300,-3.1707400,0.6200100,0.2106900,-3.0030000,0.2819600,0.2916000,-3.3509400,-0.0699900,0.4022600,-3.2113600,0.5714900,-0.0033400,-3.2270900,0.2101800,0.1885800,-3.5630900,-0.1735900,0.3607100,-3.4101600,-0.2534400,0.3873900,-3.5131300,-0.2751400,0.3552400,-3.6478700,-0.1972200,0.3730900,-3.2102800,-0.1877800,0.4531000,-3.2318600,-0.1701400,0.4884400,-3.4641200,-0.0952400,0.4164600,
32,0.5166667,-3.0022600,1.1055200,0.0452100,-3.0552500,1.1102300,0.2012300,-3.2124600,0.9047000,0.4002600,-3.0617100,0.7224200,0.3603700,-2.9927100,1.0998100,-0.1215700,-3.0270300,0.8392500,-0.2161900,-2.8573700,0.7852000,-0.0303000,-3.1335400,0.5993100,0.0933900,-3.1166600,0.6345100,0.2012900,-2.9419500,0.2900900,0.2924600,-3.2157300,-0.0818000,0.3891000,-3.1598400,0.5747600,-0.0130500,-3.1867700,0.2158900,0.1734100,-3.5401000,-0.1752500,0.3492700,-3.4297300,-0.2591700,0.3952800,-3.5142900,-0.2819700,0.3540600,-3.6536500,-0.2143100,0.3697000,-3.0602500,-0.2089300,0.4290800,-3.0852500,-0.1733300,0.4712000,-3.3263200,-0.1087000,0.3977400,
33,0.5333333,-2.9676200,1.1032700,0.0372500,-3.0147600,1.1083600,0.1997600,-3.1713700,0.9085000,0.4085500,-3.0058700,0.7291300,0.3692300,-2.9340700,1.0956200,-0.1244500,-2.9671900,0.8395800,-0.2280800,-2.7922800,0.8003800,-0.0337600,-3.0786400,0.6062200,0.0853100,-3.0638100,0.6425700,0.1891800,-2.8795800,0.2996300,0.2921000,-3.0851500,-0.0955100,0.3793200,-3.1030400,0.5773400,-0.0211000,-3.1530100,0.2096200,0.1576900,-3.5089300,-0.1658800,0.3316600,-3.4569500,-0.2663700,0.3977500,-3.4992900,-0.2734400,0.3404100,-3.6369500,-0.1999900,0.3585400,-2.9306900,-0.2190500,0.3965800,-2.9511700,-0.1970200,0.4514800,-3.1813400,-0.1468000,0.3833900,
34,0.5500000,-2.9374900,1.1020100,0.0353400,-2.9683500,1.1042000,0.2036100,-3.1261400,0.9098400,0.4129000,-2.9348100,0.7306800,0.3708700,-2.8803000,1.0971600,-0.1239000,-2.9172200,0.8414200,-0.2415500,-2.7405100,0.8114700,-0.0472400,-3.0353100,0.6088200,0.0741600,-3.0231500,0.6422000,0.1763800,-2.8213200,0.3061100,0.2871100,-2.9737800,-0.1177500,0.3726000,-3.0471700,0.5795600,-0.0294200,-3.1245800,0.1981700,0.1458300,-3.4740700,-0.1431700,0.3127900,-3.4621700,-0.2820500,0.3938400,-3.4762000,-0.2785200,0.3289100,-3.5920800,-0.1637300,0.3373800,-2.8295700,-0.2337000,0.3723400,-2.8548500,-0.2007300,0.4380100,-3.0573200,-0.1660800,0.3742900,
35,0.5666667,-2.8950700,1.0994800,0.0360400,-2.9146100,1.0967700,0.2017300,-3.0688700,0.8968700,0.4102800,-2.8530900,0.7271300,0.3662000,-2.8343700,1.1049000,-0.1237100,-2.8732400,0.8514400,-0.2567500,-2.6996100,0.8135900,-0.0641400,-2.9953200,0.6103800,0.0592900,-2.9895900,0.6358800,0.1622500,-2.7766200,0.3066000,0.2784600,-2.8879300,-0.1387100,0.3670700,-2.9935900,0.5850400,-0.0409000,-3.0875600,0.1902100,0.1340800,-3.4319300,-0.1082800,0.2922900,-3.4445200,-0.2711100,0.3884800,-3.4634300,-0.2610600,0.3240900,-3.5353800,-0.1146300,0.3080500,-2.7555200,-0.2524000,0.3696400,-2.7804100,-0.2254500,0.4386600,-2.9556300,-0.1921000,0.3681200,
36,0.5833333,-2.8390700,1.0978000,0.0343500,-2.8649300,1.0884800,0.1914400,-2.9921700,0.8781300,0.4044900,-2.7687700,0.7229200,0.3589400,-2.7909100,1.1096100,-0.1291000,-2.8353400,0.8587700,-0.2734900,-2.6599800,0.8051200,-0.0810600,-2.9509600,0.6041800,0.0433800,-2.9522000,0.6264100,0.1479300,-2.7402600,0.3050300,0.2677700,-2.8221700,-0.1649100,0.3655000,-2.9417700,0.5822100,-0.0547800,-3.0257300,0.1768000,0.1206500,-3.3964400,-0.0790400,0.2698500,-3.3917800,-0.2484700,0.3791600,-3.4351800,-0.2352100,0.3154300,-3.4995700,-0.0762500,0.2782600,-2.7012800,-0.2574300,0.3852000,-2.7279600,-0.2482700,0.4509100,-2.8942300,-0.2096900,0.3647800,
37,0.6000000,-2.7861400,1.0916800,0.0303900,-2.8281800,1.0782600,0.1804100,-2.9049500,0.8605700,0.3972200,-2.6798300,0.7174600,0.3504200,-2.7515400,1.1081200,-0.1385300,-2.8050700,0.8625700,-0.2900400,-2.6138900,0.7864100,-0.1003400,-2.9038300,0.5973200,0.0286300,-2.9088600,0.6180900,0.1356600,-2.7034400,0.2920600,0.2562800,-2.7841000,-0.1737100,0.3701300,-2.8942300,0.5771200,-0.0692800,-2.9364500,0.1622900,0.1060100,-3.3850500,-0.0689900,0.2462100,-3.3028700,-0.2096600,0.3463800,-3.3665200,-0.1980500,0.2858000,-3.4977800,-0.0752400,0.2577400,-2.6567500,-0.2577600,0.4052300,-2.7008800,-0.2498500,0.4632700,-2.8723800,-0.2274500,0.3665300,
38,0.6166667,-2.7462600,1.0836300,0.0245700,-2.7953000,1.0700400,0.1739200,-2.8246300,0.8502100,0.3826300,-2.5841600,0.7118000,0.3371300,-2.7179400,1.0989500,-0.1462700,-2.7757300,0.8656700,-0.3055700,-2.5676200,0.7574400,-0.1263800,-2.8564100,0.5910200,0.0153900,-2.8616000,0.6091600,0.1252000,-2.6687200,0.2679300,0.2473500,-2.7680100,-0.1714600,0.3760000,-2.8510000,0.5683200,-0.0834300,-2.8277500,0.1504400,0.0852000,-3.3659900,-0.0487700,0.2107700,-3.1915900,-0.1448700,0.2776000,-3.2593800,-0.1397000,0.2296300,-3.4985800,-0.0475500,0.2349100,-2.6296800,-0.2517000,0.4185900,-2.6889300,-0.2497400,0.4690400,-2.8741000,-0.2332400,0.3705800,
39,0.6333333,-2.7107500,1.0787100,0.0145800,-2.7497100,1.0638600,0.1696100,-2.7510900,0.8380900,0.3568400,-2.4870100,0.7116700,0.3161700,-2.6807500,1.0911000,-0.1513100,-2.7430800,0.8691000,-0.3200900,-2.5329000,0.7221900,-0.1631400,-2.8122500,0.5793800,0.0042500,-2.8131900,0.5957500,0.1159200,-2.6413800,0.2498500,0.2445200,-2.7625600,-0.1663900,0.3774000,-2.8102000,0.5563400,-0.0973300,-2.7209600,0.1503500,0.0537100,-3.2808100,0.0004200,0.1518000,-3.0780800,-0.1009600,0.1951600,-3.1373500,-0.0988500,0.1648800,-3.4079600,-0.0170400,0.1838100,-2.6195500,-0.2467100,0.4232100,-2.6869900,-0.2475600,0.4698300,-2.8714000,-0.2322100,0.3685100,
40,0.6500000,-2.6710600,1.0724500,0.0006100,-2.6914100,1.0583200,0.1634800,-2.6768700,0.8335400,0.3240100,-2.3894400,0.7132500,0.2906800,-2.6327300,1.0865300,-0.1571800,-2.7093000,0.8709900,-0.3336200,-2.5125600,0.6976200,-0.2092600,-2.7709200,0.5673100,-0.0056200,-2.7645900,0.5788800,0.1070000,-2.6195300,0.2437800,0.2472900,-2.7585800,-0.1667300,0.3751200,-2.7656100,0.5481000,-0.1117800,-2.6277300,0.1546600,0.0154600,-3.1335700,0.0276100,0.0821800,-2.9974700,-0.0831000,0.1329100,-3.0380300,-0.0825500,0.1112200,-3.2427900,0.0395100,0.1066400,-2.6174700,-0.2444600,0.4232900,-2.6879200,-0.2472600,0.4692900,-2.8587800,-0.2318800,0.3587000,
41,0.6666667,-2.6292100,1.0627200,-0.0140200,-2.6339000,1.0555700,0.1533000,-2.6052000,0.8386000,0.2911400,-2.2930500,0.7158800,0.2639500,-2.5807500,1.0798500,-0.1659800,-2.6716200,0.8760700,-0.3485200,-2.4981500,0.6780700,-0.2585300,-2.7261800,0.5639900,-0.0171200,-2.7156300,0.5734600,0.0949200,-2.5998400,0.2417500,0.2514400,-2.7567700,-0.1698800,0.3725100,-2.7135800,0.5429700,-0.1267900,-2.5432100,0.1678100,-0.0250100,-3.0049100,0.0514300,0.0243100,-2.9332900,-0.1109900,0.0948900,-2.9569200,-0.0970600,0.0645300,-3.0875100,0.0799600,0.0366900,-2.6185900,-0.2442700,0.4228400,-2.6888100,-0.2476300,0.4690100,-2.8516700,-0.2314900,0.3496000,
42,0.6833333,-2.5839800,1.0593100,-0.0286300,-2.5826000,1.0566300,0.1381300,-2.5390200,0.8350900,0.2621900,-2.2075300,0.7233100,0.2351800,-2.5314300,1.0774600,-0.1783200,-2.6262500,0.8822300,-0.3668900,-2.4845000,0.6649600,-0.3074200,-2.6764900,0.5533800,-0.0323700,-2.6668800,0.5676300,0.0774800,-2.5806700,0.2399900,0.2522000,-2.7583000,-0.1742900,0.3708900,-2.6608900,0.5374600,-0.1428400,-2.4577900,0.1899300,-0.0678000,-2.9120400,0.0500500,-0.0191600,-2.8616700,-0.1258100,0.0532800,-2.8740300,-0.1118400,0.0065800,-2.9862100,0.0796900,-0.0130000,-2.6209900,-0.2468600,0.4221400,-2.6885600,-0.2489200,0.4690200,-2.8549000,-0.2358400,0.3478100,
43,0.7000000,-2.5285500,1.0581100,-0.0445200,-2.5331700,1.0548500,0.1191800,-2.4766100,0.8389900,0.2376400,-2.1415700,0.7335700,0.2045700,-2.4809900,1.0775000,-0.1948400,-2.5790800,0.8861200,-0.3888400,-2.4675300,0.6623600,-0.3565500,-2.6334000,0.5528300,-0.0526600,-2.6259600,0.5669000,0.0560700,-2.5587300,0.2376800,0.2469800,-2.7610700,-0.1790000,0.3702000,-2.6161100,0.5429600,-0.1628700,-2.3748200,0.2175300,-0.1153000,-2.8255400,0.0414600,-0.0634300,-2.7604300,-0.1303000,-0.0106400,-2.7731800,-0.1220700,-0.0663000,-2.9166600,0.0581900,-0.0573400,-2.6219200,-0.2492500,0.4203900,-2.6880600,-0.2496400,0.4690000,-2.8624900,-0.2420000,0.3510600,
44,0.7166667,-2.4650100,1.0593900,-0.0626200,-2.4821100,1.0560700,0.0975300,-2.4159900,0.8408800,0.2155100,-2.0930500,0.7433500,0.1752000,-2.4273400,1.0753400,-0.2151900,-2.5390700,0.8905900,-0.4160800,-2.4410500,0.6609100,-0.4053300,-2.5984800,0.5570400,-0.0771900,-2.5953300,0.5704800,0.0330800,-2.5353400,0.2358200,0.2370500,-2.7638600,-0.1816900,0.3700300,-2.5767700,0.5510300,-0.1880000,-2.3025600,0.2459900,-0.1688100,-2.7192200,0.0321600,-0.1171300,-2.6388800,-0.1310800,-0.0914500,-2.6595300,-0.1175400,-0.1461100,-2.8361700,0.0208300,-0.1074200,-2.6207600,-0.2500200,0.4186300,-2.6880700,-0.2490000,0.4688800,-2.8679200,-0.2453800,0.3541100,
45,0.7333333,-2.4034400,1.0612900,-0.0845100,-2.4284000,1.0560200,0.0728000,-2.3587000,0.8427400,0.1936900,-2.0504900,0.7469700,0.1504900,-2.3751200,1.0748200,-0.2384800,-2.5085000,0.8947000,-0.4498100,-2.4107400,0.6706200,-0.4520000,-2.5666900,0.5682100,-0.1037500,-2.5718700,0.5746600,0.0092700,-2.5161400,0.2362500,0.2251900,-2.7672500,-0.1798500,0.3692700,-2.5423000,0.5690800,-0.2157400,-2.2407400,0.2790000,-0.2250300,-2.6055800,0.0263200,-0.1771300,-2.5057300,-0.1354600,-0.1761600,-2.5340200,-0.1199000,-0.2279200,-2.7368500,-0.0016000,-0.1634000,-2.6198700,-0.2496100,0.4179200,-2.6883300,-0.2488200,0.4688700,-2.8681800,-0.2443300,0.3540700,
46,0.7500000,-2.3484100,1.0656700,-0.1117600,-2.3725300,1.0594100,0.0448600,-2.3027200,0.8463100,0.1742700,-2.0042400,0.7516100,0.1334900,-2.3262700,1.0732300,-0.2650200,-2.4811700,0.9049100,-0.4854900,-2.3816600,0.6791900,-0.4975700,-2.5315300,0.5829600,-0.1304000,-2.5482400,0.5823800,-0.0158600,-2.5009600,0.2345500,0.2107500,-2.7685200,-0.1733500,0.3661600,-2.5102700,0.5834200,-0.2425700,-2.1804000,0.3158100,-0.2782800,-2.4986000,0.0028400,-0.2398200,-2.3684700,-0.1382800,-0.2609600,-2.4083000,-0.1172700,-0.3127400,-2.6146800,-0.0340400,-0.2237300,-2.6202800,-0.2492000,0.4181300,-2.6898700,-0.2475200,0.4692400,-2.8612800,-0.2392200,0.3499400,
47,0.7666667,-2.2971500,1.0683200,-0.1433300,-2.3136600,1.0613900,0.0146900,-2.2464200,0.8475200,0.1596500,-1.9511500,0.7497700,0.1256400,-2.2803800,1.0750000,-0.2962300,-2.4460000,0.9171500,-0.5170100,-2.3532300,0.6920000,-0.5453600,-2.4906500,0.5924200,-0.1563600,-2.5156500,0.5878800,-0.0419500,-2.4873200,0.2327400,0.1899100,-2.7615800,-0.1640200,0.3577500,-2.4790700,0.6006100,-0.2680700,-2.1208600,0.3511900,-0.3279200,-2.3995700,-0.0204400,-0.3059400,-2.2378900,-0.1395600,-0.3496900,-2.2833000,-0.1221600,-0.4010200,-2.4847500,-0.0578800,-0.2869800,-2.6205400,-0.2514400,0.4192700,-2.6908500,-0.2476800,0.4698900,-2.8474800,-0.2282600,0.3417800,
48,0.7833333,-2.2486100,1.0720000,-0.1765500,-2.2537000,1.0660800,-0.0162800,-2.1930200,0.8517600,0.1467600,-1.8987400,0.7505600,0.1238200,-2.2379500,1.0804800,-0.3323400,-2.4010700,0.9316300,-0.5453900,-2.3237900,0.7046100,-0.5934900,-2.4472100,0.6024700,-0.1813800,-2.4739400,0.5909000,-0.0678100,-2.4699800,0.2273100,0.1619500,-2.7451600,-0.1513100,0.3416400,-2.4426700,0.6093300,-0.2924700,-2.0706700,0.3761200,-0.3760100,-2.2950900,-0.0303100,-0.3740700,-2.1205300,-0.1292800,-0.4431600,-2.1686400,-0.1130600,-0.4899200,-2.3543700,-0.0801300,-0.3491700,-2.6206900,-0.2518100,0.4209400,-2.6888100,-0.2449800,0.4689600,-2.8295100,-0.2111800,0.3304600,
49,0.8000000,-2.1999600,1.0736700,-0.2099700,-2.1966400,1.0702500,-0.0467700,-2.1460700,0.8552700,0.1317700,-1.8541600,0.7544700,0.1227400,-2.1957900,1.0816300,-0.3704500,-2.3546500,0.9366800,-0.5759300,-2.2926000,0.7123000,-0.6382900,-2.4012800,0.6083400,-0.2050000,-2.4269700,0.5943400,-0.0928600,-2.4440400,0.2173600,0.1308500,-2.7258200,-0.1399100,0.3200300,-2.3999400,0.6177000,-0.3161500,-2.0328700,0.3950300,-0.4217900,-2.1786300,-0.0409600,-0.4418500,-2.0028500,-0.1204200,-0.5333700,-2.0564100,-0.1048700,-0.5722500,-2.2315300,-0.0890400,-0.4121900,-2.6186000,-0.2486900,0.4196800,-2.6769800,-0.2387000,0.4624800,-2.8094800,-0.1900900,0.3165000,
50,0.8166667,-2.1463500,1.0733800,-0.2433200,-2.1405300,1.0722100,-0.0785400,-2.1048900,0.8596600,0.1154700,-1.8171400,0.7527400,0.1206100,-2.1499500,1.0845100,-0.4056700,-2.3138000,0.9315800,-0.6109100,-2.2561600,0.7169100,-0.6798000,-2.3534600,0.6158300,-0.2277700,-2.3765500,0.5982200,-0.1175600,-2.4117000,0.2129500,0.1004900,-2.7104900,-0.1304300,0.2969900,-2.3516300,0.6195100,-0.3395500,-1.9980700,0.4045400,-0.4644300,-2.0670900,-0.0391300,-0.5115800,-1.8858500,-0.0988000,-0.6155100,-1.9453500,-0.0878200,-0.6476500,-2.1115200,-0.0970800,-0.4808800,-2.6113600,-0.2447400,0.4083800,-2.6513300,-0.2287700,0.4457800,-2.7889000,-0.1669900,0.3004500,
51,0.8333333,-2.0906400,1.0744200,-0.2755900,-2.0798500,1.0741300,-0.1131400,-2.0627100,0.8674200,0.1001000,-1.7811100,0.7465500,0.1192600,-2.1019700,1.0841200,-0.4364500,-2.2771200,0.9332600,-0.6478200,-2.2160400,0.7185300,-0.7198900,-2.3026200,0.6123600,-0.2504000,-2.3233800,0.5960900,-0.1414800,-2.3752900,0.2071700,0.0717800,-2.6943200,-0.1187900,0.2733900,-2.3053200,0.6189800,-0.3639500,-1.9627700,0.4034900,-0.5059800,-1.9667600,-0.0347000,-0.5833500,-1.7709100,-0.0800100,-0.6905800,-1.8333300,-0.0722200,-0.7202000,-1.9948600,-0.1038800,-0.5550100,-2.6000100,-0.2345300,0.3812000,-2.6188900,-0.2150800,0.4169900,-2.7718400,-0.1444200,0.2829600,
52,0.8500000,-2.0393800,1.0751600,-0.3076400,-2.0175200,1.0765900,-0.1479300,-2.0170500,0.8708700,0.0850000,-1.7405900,0.7420600,0.1178900,-2.0581800,1.0792100,-0.4670100,-2.2387400,0.9304200,-0.6822500,-2.1765200,0.7141600,-0.7591600,-2.2520600,0.6085400,-0.2732600,-2.2699900,0.5926400,-0.1637400,-2.3405300,0.2065500,0.0426700,-2.6718600,-0.1065000,0.2489300,-2.2656600,0.6133900,-0.3902200,-1.9303100,0.3984200,-0.5454400,-1.8760500,-0.0425300,-0.6528400,-1.6677000,-0.0641700,-0.7593800,-1.7326800,-0.0543700,-0.7900100,-1.8893200,-0.1051100,-0.6280100,-2.5800400,-0.2296700,0.3396500,-2.5922300,-0.2056500,0.3785600,-2.7625800,-0.1238200,0.2620100,
53,0.8666667,-1.9950100,1.0733000,-0.3427200,-1.9621300,1.0758100,-0.1819900,-1.9735300,0.8790900,0.0675100,-1.6996800,0.7425500,0.1121700,-2.0225500,1.0756900,-0.5004300,-2.2005200,0.9285200,-0.7128700,-2.1385300,0.7062800,-0.7975000,-2.2019100,0.5995700,-0.2959500,-2.2168800,0.5851400,-0.1854400,-2.3081300,0.2023400,0.0114200,-2.6500600,-0.0970200,0.2224300,-2.2296200,0.6096400,-0.4174800,-1.8973200,0.3811500,-0.5791900,-1.7980600,-0.0486000,-0.7152700,-1.5813100,-0.0503000,-0.8173500,-1.6483800,-0.0457600,-0.8491100,-1.7969400,-0.1219600,-0.6932600,-2.5599800,-0.2253900,0.2905600,-2.5796700,-0.2002500,0.3341100,-2.7566100,-0.1088000,0.2343000,
54,0.8833333,-1.9571100,1.0696500,-0.3810800,-1.9154300,1.0685100,-0.2187700,-1.9311800,0.8804500,0.0471000,-1.6637900,0.7374800,0.0992500,-1.9903700,1.0690500,-0.5343500,-2.1663100,0.9197900,-0.7415500,-2.1019100,0.6971000,-0.8358000,-2.1524200,0.5903700,-0.3184800,-2.1648300,0.5791400,-0.2094600,-2.2787800,0.1935600,-0.0216400,-2.6324400,-0.0929700,0.1896000,-2.1872200,0.5961100,-0.4434600,-1.8654100,0.3606400,-0.6100800,-1.7308000,-0.0506100,-0.7667100,-1.5127200,-0.0397900,-0.8621100,-1.5810100,-0.0390000,-0.8932200,-1.7298900,-0.1186500,-0.7495500,-2.5456000,-0.2314500,0.2416400,-2.5761900,-0.1956100,0.2869900,-2.7442200,-0.1015200,0.1998300,
55,0.9000000,-1.9207500,1.0622300,-0.4184400,-1.8726000,1.0572300,-0.2576800,-1.8893300,0.8849400,0.0246600,-1.6327400,0.7316800,0.0777800,-1.9556500,1.0634000,-0.5654000,-2.1352600,0.9119700,-0.7699300,-2.0639200,0.6894400,-0.8749800,-2.1008400,0.5787400,-0.3416700,-2.1111900,0.5653500,-0.2357500,-2.2480700,0.1777300,-0.0541200,-2.6129000,-0.0926500,0.1494900,-2.1367900,0.5888800,-0.4679600,-1.8356100,0.3369500,-0.6423500,-1.6749500,-0.0593600,-0.8070500,-1.4624500,-0.0444900,-0.8968500,-1.5269600,-0.0451400,-0.9256400,-1.6744100,-0.1298100,-0.7949500,-2.5400600,-0.2375600,0.1968000,-2.5683300,-0.1978500,0.2416400,-2.7214300,-0.0975300,0.1598600,
56,0.9166667,-1.8797400,1.0502400,-0.4504900,-1.8301000,1.0465600,-0.2931900,-1.8506200,0.8835800,-0.0005000,-1.6034100,0.7216300,0.0479600,-1.9187400,1.0543500,-0.5937100,-2.1008400,0.8962200,-0.7973200,-2.0228700,0.6876100,-0.9143900,-2.0443900,0.5616300,-0.3664900,-2.0568100,0.5473800,-0.2616200,-2.2140100,0.1620100,-0.0852300,-2.5907900,-0.0887800,0.1069600,-2.0786600,0.5724100,-0.4917200,-1.8033700,0.3149500,-0.6748500,-1.6333700,-0.0838500,-0.8397200,-1.4331200,-0.0675500,-0.9288800,-1.4908200,-0.0678900,-0.9560100,-1.6393200,-0.1483300,-0.8292900,-2.5342300,-0.2407500,0.1553200,-2.5559500,-0.1920000,0.2008900,-2.6892800,-0.0928100,0.1138000,
57,0.9333333,-1.8352400,1.0400900,-0.4773400,-1.7857800,1.0353300,-0.3247500,-1.8174800,0.8876700,-0.0297200,-1.5771900,0.7146800,0.0113100,-1.8827900,1.0391200,-0.6222500,-2.0611900,0.8860800,-0.8236800,-1.9819900,0.6850400,-0.9524300,-1.9876000,0.5463600,-0.3916200,-2.0031200,0.5319900,-0.2859100,-2.1773200,0.1462000,-0.1179600,-2.5666100,-0.0876700,0.0642000,-2.0209700,0.5538500,-0.5155100,-1.7621800,0.3018400,-0.7051400,-1.6073500,-0.1054700,-0.8676500,-1.4206800,-0.1112300,-0.9641200,-1.4746400,-0.1015100,-0.9919100,-1.6206600,-0.1900700,-0.8511200,-2.5204700,-0.2441000,0.1156200,-2.5377600,-0.1894300,0.1632500,-2.6527700,-0.0839400,0.0631500,
58,0.9500000,-1.7910600,1.0234800,-0.5027900,-1.7394000,1.0261100,-0.3556500,-1.7837000,0.8895100,-0.0609000,-1.5513000,0.7108600,-0.0320100,-1.8494800,1.0187600,-0.6524100,-2.0193900,0.8673200,-0.8501200,-1.9426700,0.6808600,-0.9871700,-1.9353200,0.5299100,-0.4147100,-1.9475200,0.5120200,-0.3101600,-2.1398000,0.1272600,-0.1551900,-2.5399100,-0.0837700,0.0202500,-1.9693800,0.5381300,-0.5394100,-1.7084900,0.2913000,-0.7350300,-1.5885100,-0.1304400,-0.8899900,-1.4157300,-0.1692000,-1.0008000,-1.4649600,-0.1519600,-1.0277500,-1.6232200,-0.2077900,-0.8645500,-2.5008600,-0.2408500,0.0761200,-2.5179900,-0.1915500,0.1239000,-2.6197100,-0.0739800,0.0132400,
59,0.9666667,-1.7501100,1.0057200,-0.5296200,-1.6954200,1.0112300,-0.3849100,-1.7455700,0.8862400,-0.0920000,-1.5208600,0.7081900,-0.0826300,-1.8171300,0.9969300,-0.6825800,-1.9825800,0.8479600,-0.8775000,-1.9024900,0.6725200,-1.0177700,-1.8877400,0.5121100,-0.4364000,-1.8932400,0.4960600,-0.3361600,-2.1028600,0.1082600,-0.1935500,-2.5100700,-0.0716000,-0.0240100,-1.9235700,0.5292200,-0.5628800,-1.6498400,0.2907100,-0.7660000,-1.5809100,-0.1501000,-0.9068000,-1.4121700,-0.2123500,-1.0297800,-1.4605500,-0.1783300,-1.0536700,-1.6262100,-0.2224400,-0.8725500,-2.4738300,-0.2338900,0.0322900,-2.4943600,-0.1901400,0.0799900,-2.5945700,-0.0677100,-0.0335500,
60,0.9833333,-1.7143300,0.9871200,-0.5574400,-1.6566000,0.9906200,-0.4109900,-1.7049300,0.8767400,-0.1235600,-1.4834100,0.7028800,-0.1381700,-1.7824100,0.9832500,-0.7097900,-1.9518800,0.8364600,-0.9049400,-1.8612500,0.6604500,-1.0479700,-1.8442000,0.4974500,-0.4583700,-1.8453500,0.4859600,-0.3618900,-2.0618700,0.0923700,-0.2293100,-2.4759900,-0.0657400,-0.0707200,-1.8802600,0.5194500,-0.5838200,-1.5963300,0.3012900,-0.7921100,-1.5818900,-0.1616000,-0.9174800,-1.4047400,-0.2337500,-1.0432900,-1.4515500,-0.1958000,-1.0642400,-1.6233800,-0.2297300,-0.8775300,-2.4390100,-0.2287800,-0.0201700,-2.4563500,-0.1899500,0.0299900,-2.5742100,-0.0602500,-0.0797200,
61,1.0000000,-1.6819800,0.9667800,-0.5857200,-1.6165900,0.9708200,-0.4358800,-1.6625100,0.8595600,-0.1545800,-1.4399200,0.6967300,-0.1949000,-1.7443000,0.9639000,-0.7322700,-1.9186400,0.8157800,-0.9308600,-1.8173600,0.6458000,-1.0804100,-1.8070000,0.4895200,-0.4789600,-1.8084600,0.4786900,-0.3823800,-2.0062900,0.0716900,-0.2665200,-2.4445300,-0.0560600,-0.1250700,-1.8399400,0.5100600,-0.6007300,-1.5537800,0.3162700,-0.8095000,-1.5831200,-0.1597700,-0.9215500,-1.3956900,-0.2344900,-1.0430800,-1.4429500,-0.1969400,-1.0654900,-1.6178900,-0.2242200,-0.8805400,-2.4063000,-0.2188500,-0.0799500,-2.4123200,-0.1854000,-0.0290100,-2.5501900,-0.0489500,-0.1279800,
